#   Rstart=2e-05m
#   RdotStart=0m/s
#   Rn=0.0001841m
#   deltaT=1e-11s
#   Tstart=0s
#   Tend=0.000115s
#   patm=101315Pa
#   pac=0Pa
#   f=26120Hz
#   mu=0.001002Pa s
#   sigma=0.0725Pa m (I think)
#   BTait=3.05e+07Pa
#   nTait=7.15no unit
#   kappa=1.4
#   pv=0Pa
#   rho0=998.206kg/m³
#   SpecGasConst=287J/molK
#   TempRef=293.15deg Celsius.
#   T0=0.01
#   Rn26.4e-05m#   t15e-05s#   t26e-05s# 
#t[s]	r[m]	v[m/s]	dT [s]	pBubble[Pa]	p_ac[Pa]	Rn
0	2e-05	0	1e-11	1.14271e+09	101315	0.0001841
1e-11	2e-05	0.392368	2.65075e-11	1.14271e+09	101315	0.0001841
3.65075e-11	2e-05	1.43188	2.65244e-11	1.14271e+09	101315	0.0001841
6.30319e-11	2.00001e-05	2.47123	2.65529e-11	1.14269e+09	101315	0.0001841
8.95848e-11	2.00002e-05	3.51086	2.65817e-11	1.14267e+09	101315	0.0001841
1.16166e-10	2.00003e-05	4.55078	2.66108e-11	1.14265e+09	101315	0.0001841
1.42777e-10	2.00004e-05	5.59098	2.66402e-11	1.14262e+09	101315	0.0001841
1.69417e-10	2.00006e-05	6.63146	2.66698e-11	1.14258e+09	101315	0.0001841
1.96087e-10	2.00008e-05	7.67222	2.66998e-11	1.14253e+09	101315	0.0001841
2.22787e-10	2.0001e-05	8.71325	2.673e-11	1.14248e+09	101315	0.0001841
2.49517e-10	2.00012e-05	9.75457	2.67605e-11	1.14242e+09	101315	0.0001841
2.76278e-10	2.00015e-05	10.7962	2.67913e-11	1.14235e+09	101315	0.0001841
3.03069e-10	2.00018e-05	11.838	2.68224e-11	1.14228e+09	101315	0.0001841
3.29891e-10	2.00021e-05	12.8802	2.68538e-11	1.1422e+09	101315	0.0001841
3.56745e-10	2.00025e-05	13.9226	2.68856e-11	1.14212e+09	101315	0.0001841
3.83631e-10	2.00029e-05	14.9652	2.69176e-11	1.14202e+09	101315	0.0001841
4.10548e-10	2.00033e-05	16.0082	2.69499e-11	1.14192e+09	101315	0.0001841
4.37498e-10	2.00037e-05	17.0514	2.69825e-11	1.14182e+09	101315	0.0001841
4.64481e-10	2.00042e-05	18.0949	2.70154e-11	1.1417e+09	101315	0.0001841
4.91496e-10	2.00047e-05	19.1386	2.70487e-11	1.14158e+09	101315	0.0001841
5.18545e-10	2.00052e-05	20.1827	2.70822e-11	1.14145e+09	101315	0.0001841
5.45627e-10	2.00058e-05	21.2269	2.71161e-11	1.14132e+09	101315	0.0001841
5.72743e-10	2.00064e-05	22.2715	2.71503e-11	1.14118e+09	101315	0.0001841
5.99894e-10	2.0007e-05	23.3163	2.71849e-11	1.14103e+09	101315	0.0001841
6.27078e-10	2.00077e-05	24.3613	2.72197e-11	1.14087e+09	101315	0.0001841
6.54298e-10	2.00083e-05	25.4067	2.72549e-11	1.14071e+09	101315	0.0001841
6.81553e-10	2.0009e-05	26.4523	2.72904e-11	1.14054e+09	101315	0.0001841
7.08844e-10	2.00098e-05	27.4981	2.73263e-11	1.14037e+09	101315	0.0001841
7.3617e-10	2.00106e-05	28.5442	2.73625e-11	1.14018e+09	101315	0.0001841
7.63532e-10	2.00113e-05	29.5906	2.7399e-11	1.13999e+09	101315	0.0001841
7.90931e-10	2.00122e-05	30.6372	2.74359e-11	1.1398e+09	101315	0.0001841
8.18367e-10	2.0013e-05	31.684	2.74732e-11	1.13959e+09	101315	0.0001841
8.4584e-10	2.00139e-05	32.7311	2.75107e-11	1.13938e+09	101315	0.0001841
8.73351e-10	2.00148e-05	33.7785	2.75487e-11	1.13916e+09	101315	0.0001841
9.009e-10	2.00158e-05	34.8261	2.7587e-11	1.13894e+09	101315	0.0001841
9.28487e-10	2.00167e-05	35.874	2.76257e-11	1.1387e+09	101315	0.0001841
9.56112e-10	2.00178e-05	36.9222	2.76647e-11	1.13846e+09	101315	0.0001841
9.83777e-10	2.00188e-05	37.9705	2.77041e-11	1.13821e+09	101315	0.0001841
1.01148e-09	2.00199e-05	39.0192	2.77439e-11	1.13796e+09	101315	0.0001841
1.03923e-09	2.0021e-05	40.068	2.7784e-11	1.1377e+09	101315	0.0001841
1.06701e-09	2.00221e-05	41.1172	2.78246e-11	1.13743e+09	101315	0.0001841
1.09483e-09	2.00232e-05	42.1665	2.78655e-11	1.13715e+09	101315	0.0001841
1.1227e-09	2.00244e-05	43.2161	2.79068e-11	1.13687e+09	101315	0.0001841
1.15061e-09	2.00256e-05	44.266	2.79485e-11	1.13658e+09	101315	0.0001841
1.17855e-09	2.00269e-05	45.3161	2.79906e-11	1.13628e+09	101315	0.0001841
1.20655e-09	2.00282e-05	46.3665	2.80331e-11	1.13597e+09	101315	0.0001841
1.23458e-09	2.00295e-05	47.4171	2.8076e-11	1.13566e+09	101315	0.0001841
1.26265e-09	2.00308e-05	48.4679	2.81193e-11	1.13534e+09	101315	0.0001841
1.29077e-09	2.00322e-05	49.519	2.81631e-11	1.13501e+09	101315	0.0001841
1.31894e-09	2.00336e-05	50.5703	2.82072e-11	1.13468e+09	101315	0.0001841
1.34714e-09	2.00351e-05	51.6219	2.82518e-11	1.13433e+09	101315	0.0001841
1.3754e-09	2.00365e-05	52.6737	2.82968e-11	1.13398e+09	101315	0.0001841
1.40369e-09	2.00381e-05	53.7258	2.83422e-11	1.13363e+09	101315	0.0001841
1.43203e-09	2.00396e-05	54.7781	2.83881e-11	1.13326e+09	101315	0.0001841
1.46042e-09	2.00412e-05	55.8307	2.84344e-11	1.13289e+09	101315	0.0001841
1.48886e-09	2.00428e-05	56.8834	2.84811e-11	1.13251e+09	101315	0.0001841
1.51734e-09	2.00444e-05	57.9365	2.85283e-11	1.13212e+09	101315	0.0001841
1.54587e-09	2.00461e-05	58.9898	2.85759e-11	1.13172e+09	101315	0.0001841
1.57444e-09	2.00478e-05	60.0433	2.8624e-11	1.13132e+09	101315	0.0001841
1.60307e-09	2.00495e-05	61.097	2.86726e-11	1.13091e+09	101315	0.0001841
1.63174e-09	2.00513e-05	62.151	2.87217e-11	1.13049e+09	101315	0.0001841
1.66046e-09	2.00531e-05	63.2053	2.87712e-11	1.13007e+09	101315	0.0001841
1.68923e-09	2.00549e-05	64.2598	2.88212e-11	1.12963e+09	101315	0.0001841
1.71805e-09	2.00568e-05	65.3145	2.88717e-11	1.12919e+09	101315	0.0001841
1.74692e-09	2.00587e-05	66.3695	2.89227e-11	1.12874e+09	101315	0.0001841
1.77585e-09	2.00606e-05	67.4247	2.89741e-11	1.12828e+09	101315	0.0001841
1.80482e-09	2.00626e-05	68.4802	2.90261e-11	1.12782e+09	101315	0.0001841
1.83385e-09	2.00646e-05	69.5359	2.90786e-11	1.12735e+09	101315	0.0001841
1.86293e-09	2.00666e-05	70.5918	2.91316e-11	1.12686e+09	101315	0.0001841
1.89206e-09	2.00687e-05	71.648	2.91851e-11	1.12638e+09	101315	0.0001841
1.92124e-09	2.00708e-05	72.7045	2.92392e-11	1.12588e+09	101315	0.0001841
1.95048e-09	2.00729e-05	73.7611	2.92938e-11	1.12538e+09	101315	0.0001841
1.97978e-09	2.00751e-05	74.8181	2.93489e-11	1.12486e+09	101315	0.0001841
2.00912e-09	2.00773e-05	75.8753	2.94046e-11	1.12434e+09	101315	0.0001841
2.03853e-09	2.00796e-05	76.9327	2.94608e-11	1.12381e+09	101315	0.0001841
2.06799e-09	2.00818e-05	77.9904	2.95176e-11	1.12328e+09	101315	0.0001841
2.09751e-09	2.00842e-05	79.0483	2.9575e-11	1.12273e+09	101315	0.0001841
2.12708e-09	2.00865e-05	80.1065	2.96329e-11	1.12218e+09	101315	0.0001841
2.15672e-09	2.00889e-05	81.1649	2.96914e-11	1.12162e+09	101315	0.0001841
2.18641e-09	2.00913e-05	82.2236	2.97505e-11	1.12105e+09	101315	0.0001841
2.21616e-09	2.00938e-05	83.2825	2.98102e-11	1.12048e+09	101315	0.0001841
2.24597e-09	2.00963e-05	84.3417	2.98705e-11	1.11989e+09	101315	0.0001841
2.27584e-09	2.00988e-05	85.4011	2.99315e-11	1.1193e+09	101315	0.0001841
2.30577e-09	2.01014e-05	86.4608	2.9993e-11	1.1187e+09	101315	0.0001841
2.33576e-09	2.0104e-05	87.5208	3.00552e-11	1.11809e+09	101315	0.0001841
2.36582e-09	2.01067e-05	88.581	3.0118e-11	1.11747e+09	101315	0.0001841
2.39594e-09	2.01093e-05	89.6415	3.01814e-11	1.11684e+09	101315	0.0001841
2.42612e-09	2.01121e-05	90.7023	3.02456e-11	1.11621e+09	101315	0.0001841
2.45636e-09	2.01148e-05	91.7633	3.03103e-11	1.11556e+09	101315	0.0001841
2.48667e-09	2.01176e-05	92.8245	3.03758e-11	1.11491e+09	101315	0.0001841
2.51705e-09	2.01205e-05	93.8861	3.04419e-11	1.11425e+09	101315	0.0001841
2.54749e-09	2.01233e-05	94.9479	3.05087e-11	1.11359e+09	101315	0.0001841
2.578e-09	2.01262e-05	96.01	3.05762e-11	1.11291e+09	101315	0.0001841
2.60858e-09	2.01292e-05	97.0724	3.06445e-11	1.11222e+09	101315	0.0001841
2.63922e-09	2.01322e-05	98.135	3.07134e-11	1.11153e+09	101315	0.0001841
2.66993e-09	2.01352e-05	99.1979	3.07831e-11	1.11083e+09	101315	0.0001841
2.70072e-09	2.01383e-05	100.261	3.08535e-11	1.11012e+09	101315	0.0001841
2.73157e-09	2.01414e-05	101.325	3.09247e-11	1.1094e+09	101315	0.0001841
2.7625e-09	2.01445e-05	102.388	3.09967e-11	1.10867e+09	101315	0.0001841
2.79349e-09	2.01477e-05	103.452	3.10694e-11	1.10793e+09	101315	0.0001841
2.82456e-09	2.0151e-05	104.517	3.11429e-11	1.10718e+09	101315	0.0001841
2.8557e-09	2.01542e-05	105.581	3.12172e-11	1.10643e+09	101315	0.0001841
2.88692e-09	2.01575e-05	106.646	3.12923e-11	1.10567e+09	101315	0.0001841
2.91821e-09	2.01609e-05	107.712	3.13682e-11	1.10489e+09	101315	0.0001841
2.94958e-09	2.01643e-05	108.777	3.1445e-11	1.10411e+09	101315	0.0001841
2.98103e-09	2.01677e-05	109.843	3.15226e-11	1.10332e+09	101315	0.0001841
3.01255e-09	2.01712e-05	110.909	3.16011e-11	1.10252e+09	101315	0.0001841
3.04415e-09	2.01747e-05	111.976	3.16804e-11	1.10172e+09	101315	0.0001841
3.07583e-09	2.01783e-05	113.042	3.17606e-11	1.1009e+09	101315	0.0001841
3.10759e-09	2.01819e-05	114.109	3.18418e-11	1.10007e+09	101315	0.0001841
3.13943e-09	2.01856e-05	115.177	3.19238e-11	1.09924e+09	101315	0.0001841
3.17136e-09	2.01893e-05	116.245	3.20068e-11	1.09839e+09	101315	0.0001841
3.20336e-09	2.0193e-05	117.313	3.20907e-11	1.09754e+09	101315	0.0001841
3.23545e-09	2.01968e-05	118.381	3.21756e-11	1.09668e+09	101315	0.0001841
3.26763e-09	2.02006e-05	119.45	3.22615e-11	1.0958e+09	101315	0.0001841
3.29989e-09	2.02045e-05	120.519	3.23484e-11	1.09492e+09	101315	0.0001841
3.33224e-09	2.02084e-05	121.588	3.24362e-11	1.09403e+09	101315	0.0001841
3.36468e-09	2.02123e-05	122.658	3.25251e-11	1.09313e+09	101315	0.0001841
3.3972e-09	2.02164e-05	123.728	3.26151e-11	1.09222e+09	101315	0.0001841
3.42982e-09	2.02204e-05	124.799	3.27061e-11	1.0913e+09	101315	0.0001841
3.46252e-09	2.02245e-05	125.87	3.27982e-11	1.09037e+09	101315	0.0001841
3.49532e-09	2.02287e-05	126.941	3.28914e-11	1.08944e+09	101315	0.0001841
3.52821e-09	2.02328e-05	128.013	3.29857e-11	1.08849e+09	101315	0.0001841
3.5612e-09	2.02371e-05	129.085	3.30812e-11	1.08753e+09	101315	0.0001841
3.59428e-09	2.02414e-05	130.157	3.31778e-11	1.08656e+09	101315	0.0001841
3.62746e-09	2.02457e-05	131.23	3.32756e-11	1.08559e+09	101315	0.0001841
3.66073e-09	2.02501e-05	132.303	3.33746e-11	1.0846e+09	101315	0.0001841
3.69411e-09	2.02545e-05	133.377	3.34748e-11	1.0836e+09	101315	0.0001841
3.72758e-09	2.0259e-05	134.451	3.35763e-11	1.0826e+09	101315	0.0001841
3.76116e-09	2.02635e-05	135.526	3.3679e-11	1.08158e+09	101315	0.0001841
3.79484e-09	2.02681e-05	136.601	3.37831e-11	1.08055e+09	101315	0.0001841
3.82862e-09	2.02728e-05	137.676	3.38884e-11	1.07952e+09	101315	0.0001841
3.86251e-09	2.02774e-05	138.752	3.39951e-11	1.07847e+09	101315	0.0001841
3.8965e-09	2.02822e-05	139.828	3.41032e-11	1.07741e+09	101315	0.0001841
3.93061e-09	2.0287e-05	140.905	3.42127e-11	1.07634e+09	101315	0.0001841
3.96482e-09	2.02918e-05	141.982	3.43236e-11	1.07527e+09	101315	0.0001841
3.99914e-09	2.02967e-05	143.06	3.4436e-11	1.07418e+09	101315	0.0001841
4.03358e-09	2.03016e-05	144.138	3.45498e-11	1.07308e+09	101315	0.0001841
4.06813e-09	2.03066e-05	145.217	3.46652e-11	1.07197e+09	101315	0.0001841
4.10279e-09	2.03117e-05	146.296	3.47821e-11	1.07085e+09	101315	0.0001841
4.13758e-09	2.03168e-05	147.376	3.49007e-11	1.06972e+09	101315	0.0001841
4.17248e-09	2.0322e-05	148.456	3.50208e-11	1.06858e+09	101315	0.0001841
4.2075e-09	2.03272e-05	149.537	3.51425e-11	1.06743e+09	101315	0.0001841
4.24264e-09	2.03325e-05	150.619	3.5266e-11	1.06627e+09	101315	0.0001841
4.27791e-09	2.03378e-05	151.701	3.53912e-11	1.06509e+09	101315	0.0001841
4.3133e-09	2.03432e-05	152.783	3.55181e-11	1.06391e+09	101315	0.0001841
4.34882e-09	2.03486e-05	153.866	3.56468e-11	1.06271e+09	101315	0.0001841
4.38446e-09	2.03541e-05	154.95	3.57774e-11	1.06151e+09	101315	0.0001841
4.42024e-09	2.03597e-05	156.034	3.59099e-11	1.06029e+09	101315	0.0001841
4.45615e-09	2.03653e-05	157.119	3.60442e-11	1.05906e+09	101315	0.0001841
4.49219e-09	2.0371e-05	158.205	3.61806e-11	1.05782e+09	101315	0.0001841
4.52838e-09	2.03767e-05	159.292	3.6319e-11	1.05657e+09	101315	0.0001841
4.56469e-09	2.03825e-05	160.379	3.64594e-11	1.0553e+09	101315	0.0001841
4.60115e-09	2.03884e-05	161.466	3.66019e-11	1.05403e+09	101315	0.0001841
4.63776e-09	2.03943e-05	162.555	3.67466e-11	1.05274e+09	101315	0.0001841
4.6745e-09	2.04003e-05	163.644	3.68936e-11	1.05145e+09	101315	0.0001841
4.7114e-09	2.04064e-05	164.734	3.70428e-11	1.05013e+09	101315	0.0001841
4.74844e-09	2.04125e-05	165.824	3.71943e-11	1.04881e+09	101315	0.0001841
4.78563e-09	2.04187e-05	166.916	3.73482e-11	1.04748e+09	101315	0.0001841
4.82298e-09	2.0425e-05	168.008	3.75046e-11	1.04613e+09	101315	0.0001841
4.86049e-09	2.04313e-05	169.101	3.76635e-11	1.04477e+09	101315	0.0001841
4.89815e-09	2.04377e-05	170.195	3.78249e-11	1.0434e+09	101315	0.0001841
4.93597e-09	2.04441e-05	171.29	3.79891e-11	1.04202e+09	101315	0.0001841
4.97396e-09	2.04506e-05	172.386	3.81559e-11	1.04062e+09	101315	0.0001841
5.01212e-09	2.04572e-05	173.482	3.83256e-11	1.03921e+09	101315	0.0001841
5.05044e-09	2.04639e-05	174.58	3.84981e-11	1.03779e+09	101315	0.0001841
5.08894e-09	2.04707e-05	175.678	3.86736e-11	1.03636e+09	101315	0.0001841
5.12762e-09	2.04775e-05	176.778	3.88522e-11	1.03491e+09	101315	0.0001841
5.16647e-09	2.04844e-05	177.878	3.90339e-11	1.03345e+09	101315	0.0001841
5.2055e-09	2.04913e-05	178.98	3.92188e-11	1.03197e+09	101315	0.0001841
5.24472e-09	2.04984e-05	180.082	3.9407e-11	1.03048e+09	101315	0.0001841
5.28413e-09	2.05055e-05	181.186	3.95987e-11	1.02898e+09	101315	0.0001841
5.32373e-09	2.05127e-05	182.291	3.97938e-11	1.02747e+09	101315	0.0001841
5.36352e-09	2.052e-05	183.397	3.99927e-11	1.02594e+09	101315	0.0001841
5.40351e-09	2.05273e-05	184.504	4.01953e-11	1.0244e+09	101315	0.0001841
5.44371e-09	2.05348e-05	185.612	4.04017e-11	1.02284e+09	101315	0.0001841
5.48411e-09	2.05423e-05	186.722	4.06122e-11	1.02127e+09	101315	0.0001841
5.52472e-09	2.05499e-05	187.833	4.08268e-11	1.01968e+09	101315	0.0001841
5.56555e-09	2.05576e-05	188.945	4.10457e-11	1.01808e+09	101315	0.0001841
5.60659e-09	2.05654e-05	190.059	4.1269e-11	1.01646e+09	101315	0.0001841
5.64786e-09	2.05732e-05	191.174	4.14969e-11	1.01483e+09	101315	0.0001841
5.68936e-09	2.05812e-05	192.291	4.17295e-11	1.01318e+09	101315	0.0001841
5.73109e-09	2.05892e-05	193.409	4.19671e-11	1.01152e+09	101315	0.0001841
5.77306e-09	2.05974e-05	194.529	4.22097e-11	1.00984e+09	101315	0.0001841
5.81527e-09	2.06056e-05	195.65	4.24576e-11	1.00815e+09	101315	0.0001841
5.85772e-09	2.06139e-05	196.773	4.2711e-11	1.00644e+09	101315	0.0001841
5.90044e-09	2.06224e-05	197.898	4.29701e-11	1.00471e+09	101315	0.0001841
5.94341e-09	2.06309e-05	199.025	4.32352e-11	1.00297e+09	101315	0.0001841
5.98664e-09	2.06395e-05	200.153	4.35063e-11	1.00121e+09	101315	0.0001841
6.03015e-09	2.06482e-05	201.284	4.37839e-11	9.99432e+08	101315	0.0001841
6.07393e-09	2.06571e-05	202.416	4.40682e-11	9.97637e+08	101315	0.0001841
6.118e-09	2.0666e-05	203.551	4.43595e-11	9.95825e+08	101315	0.0001841
6.16236e-09	2.06751e-05	204.687	4.4658e-11	9.93995e+08	101315	0.0001841
6.20702e-09	2.06843e-05	205.826	4.49641e-11	9.92146e+08	101315	0.0001841
6.25198e-09	2.06935e-05	206.967	4.52781e-11	9.90278e+08	101315	0.0001841
6.29726e-09	2.07029e-05	208.111	4.56005e-11	9.88392e+08	101315	0.0001841
6.34286e-09	2.07124e-05	209.257	4.59315e-11	9.86486e+08	101315	0.0001841
6.38879e-09	2.07221e-05	210.406	4.62716e-11	9.84561e+08	101315	0.0001841
6.43506e-09	2.07318e-05	211.557	4.66214e-11	9.82615e+08	101315	0.0001841
6.48168e-09	2.07417e-05	212.711	4.69811e-11	9.80648e+08	101315	0.0001841
6.52866e-09	2.07518e-05	213.868	4.73515e-11	9.78661e+08	101315	0.0001841
6.57602e-09	2.07619e-05	215.029	4.77329e-11	9.76652e+08	101315	0.0001841
6.62375e-09	2.07722e-05	216.192	4.81262e-11	9.74622e+08	101315	0.0001841
6.67188e-09	2.07826e-05	217.358	4.85318e-11	9.72568e+08	101315	0.0001841
6.72041e-09	2.07932e-05	218.529	4.89506e-11	9.70492e+08	101315	0.0001841
6.76936e-09	2.08039e-05	219.702	4.93832e-11	9.68393e+08	101315	0.0001841
6.81874e-09	2.08148e-05	220.88	4.98306e-11	9.66269e+08	101315	0.0001841
6.86857e-09	2.08259e-05	222.061	5.02937e-11	9.6412e+08	101315	0.0001841
6.91887e-09	2.08371e-05	223.247	5.07734e-11	9.61946e+08	101315	0.0001841
6.96964e-09	2.08484e-05	224.437	5.12709e-11	9.59745e+08	101315	0.0001841
7.02091e-09	2.086e-05	225.631	5.17874e-11	9.57517e+08	101315	0.0001841
7.0727e-09	2.08717e-05	226.831	5.23243e-11	9.55262e+08	101315	0.0001841
7.12502e-09	2.08836e-05	228.035	5.2883e-11	9.52978e+08	101315	0.0001841
7.1779e-09	2.08957e-05	229.245	5.34652e-11	9.50664e+08	101315	0.0001841
7.23137e-09	2.0908e-05	230.461	5.40727e-11	9.48319e+08	101315	0.0001841
7.28544e-09	2.09204e-05	231.683	5.47076e-11	9.45943e+08	101315	0.0001841
7.34015e-09	2.09332e-05	232.911	5.53723e-11	9.43533e+08	101315	0.0001841
7.39552e-09	2.09461e-05	234.145	5.60693e-11	9.41089e+08	101315	0.0001841
7.45159e-09	2.09592e-05	235.387	5.68017e-11	9.38609e+08	101315	0.0001841
7.50839e-09	2.09727e-05	236.637	5.75727e-11	9.36092e+08	101315	0.0001841
7.56597e-09	2.09863e-05	237.895	5.83864e-11	9.33536e+08	101315	0.0001841
7.62435e-09	2.10002e-05	239.162	5.92472e-11	9.30938e+08	101315	0.0001841
7.6836e-09	2.10144e-05	240.438	6.01603e-11	9.28297e+08	101315	0.0001841
7.74376e-09	2.1029e-05	241.724	6.11318e-11	9.25611e+08	101315	0.0001841
7.80489e-09	2.10438e-05	243.021	6.2169e-11	9.22877e+08	101315	0.0001841
7.86706e-09	2.10589e-05	244.33	6.32803e-11	9.20092e+08	101315	0.0001841
7.93034e-09	2.10744e-05	245.653	6.44761e-11	9.17253e+08	101315	0.0001841
7.99482e-09	2.10903e-05	246.989	6.57689e-11	9.14355e+08	101315	0.0001841
8.06059e-09	2.11066e-05	248.341	6.71741e-11	9.11395e+08	101315	0.0001841
8.12776e-09	2.11233e-05	249.71	6.87109e-11	9.08368e+08	101315	0.0001841
8.19647e-09	2.11405e-05	251.099	7.04039e-11	9.05267e+08	101315	0.0001841
8.26687e-09	2.11583e-05	252.509	7.22846e-11	9.02085e+08	101315	0.0001841
8.33916e-09	2.11766e-05	253.943	7.43949e-11	8.98815e+08	101315	0.0001841
8.41355e-09	2.11955e-05	255.406	7.67917e-11	8.95445e+08	101315	0.0001841
8.49035e-09	2.12152e-05	256.9	7.95549e-11	8.91963e+08	101315	0.0001841
8.5699e-09	2.12357e-05	258.433	8.28012e-11	8.88353e+08	101315	0.0001841
8.6527e-09	2.12571e-05	260.011	8.67099e-11	8.84591e+08	101315	0.0001841
8.73941e-09	2.12798e-05	261.645	9.15756e-11	8.80649e+08	101315	0.0001841
8.83099e-09	2.13038e-05	263.35	9.79276e-11	8.76483e+08	101315	0.0001841
8.92892e-09	2.13297e-05	265.15	1.06854e-10	8.72026e+08	101315	0.0001841
9.03577e-09	2.13581e-05	267.087	1.2114e-10	8.6716e+08	101315	0.0001841
9.15691e-09	2.13906e-05	269.248	1.51916e-10	8.61642e+08	101315	0.0001841
9.30883e-09	2.14317e-05	271.909	3.0093e-10	8.54722e+08	101315	0.0001841
9.42977e-09	2.14647e-05	273.986	1.44948e-10	8.49215e+08	101315	0.0001841
9.54753e-09	2.14971e-05	275.975	1.2007e-10	8.43855e+08	101315	0.0001841
9.65451e-09	2.15267e-05	277.754	1.07695e-10	8.3899e+08	101315	0.0001841
9.7622e-09	2.15567e-05	279.516	9.9747e-11	8.34095e+08	101315	0.0001841
9.86195e-09	2.15847e-05	281.125	9.41685e-11	8.29567e+08	101315	0.0001841
9.95612e-09	2.16112e-05	282.621	9.00691e-11	8.25296e+08	101315	0.0001841
1.00462e-08	2.16367e-05	284.034	8.68712e-11	8.21215e+08	101315	0.0001841
1.01331e-08	2.16615e-05	285.379	8.42762e-11	8.17284e+08	101315	0.0001841
1.02173e-08	2.16856e-05	286.667	8.21111e-11	8.13475e+08	101315	0.0001841
1.02994e-08	2.17092e-05	287.906	8.02673e-11	8.09769e+08	101315	0.0001841
1.03797e-08	2.17323e-05	289.102	7.8672e-11	8.06151e+08	101315	0.0001841
1.04584e-08	2.17551e-05	290.261	7.7274e-11	8.0261e+08	101315	0.0001841
1.05357e-08	2.17776e-05	291.386	7.60363e-11	7.99137e+08	101315	0.0001841
1.06117e-08	2.17998e-05	292.48	7.49311e-11	7.95725e+08	101315	0.0001841
1.06866e-08	2.18217e-05	293.545	7.39373e-11	7.92368e+08	101315	0.0001841
1.07606e-08	2.18435e-05	294.585	7.30381e-11	7.89061e+08	101315	0.0001841
1.08336e-08	2.1865e-05	295.599	7.22202e-11	7.85799e+08	101315	0.0001841
1.09058e-08	2.18864e-05	296.592	7.1473e-11	7.8258e+08	101315	0.0001841
1.09773e-08	2.19077e-05	297.562	7.07876e-11	7.79399e+08	101315	0.0001841
1.10481e-08	2.19288e-05	298.513	7.01569e-11	7.76255e+08	101315	0.0001841
1.11182e-08	2.19497e-05	299.445	6.95746e-11	7.73144e+08	101315	0.0001841
1.11878e-08	2.19706e-05	300.359	6.90357e-11	7.70065e+08	101315	0.0001841
1.12568e-08	2.19914e-05	301.255	6.85358e-11	7.67015e+08	101315	0.0001841
1.13254e-08	2.2012e-05	302.136	6.80712e-11	7.63993e+08	101315	0.0001841
1.13935e-08	2.20326e-05	303	6.76384e-11	7.60998e+08	101315	0.0001841
1.14611e-08	2.20532e-05	303.85	6.72349e-11	7.58028e+08	101315	0.0001841
1.15283e-08	2.20736e-05	304.685	6.6858e-11	7.55082e+08	101315	0.0001841
1.15952e-08	2.2094e-05	305.507	6.65055e-11	7.52158e+08	101315	0.0001841
1.16617e-08	2.21144e-05	306.315	6.61757e-11	7.49256e+08	101315	0.0001841
1.17279e-08	2.21347e-05	307.11	6.58667e-11	7.46375e+08	101315	0.0001841
1.17937e-08	2.21549e-05	307.893	6.55771e-11	7.43513e+08	101315	0.0001841
1.18593e-08	2.21751e-05	308.664	6.53055e-11	7.40671e+08	101315	0.0001841
1.19246e-08	2.21953e-05	309.424	6.50507e-11	7.37846e+08	101315	0.0001841
1.19897e-08	2.22155e-05	310.172	6.48115e-11	7.35039e+08	101315	0.0001841
1.20545e-08	2.22356e-05	310.909	6.45871e-11	7.32249e+08	101315	0.0001841
1.21191e-08	2.22557e-05	311.635	6.43764e-11	7.29475e+08	101315	0.0001841
1.21834e-08	2.22758e-05	312.351	6.41787e-11	7.26716e+08	101315	0.0001841
1.22476e-08	2.22958e-05	313.057	6.39933e-11	7.23973e+08	101315	0.0001841
1.23116e-08	2.23159e-05	313.753	6.38194e-11	7.21244e+08	101315	0.0001841
1.23754e-08	2.23359e-05	314.44	6.36565e-11	7.18529e+08	101315	0.0001841
1.24391e-08	2.2356e-05	315.117	6.35039e-11	7.15828e+08	101315	0.0001841
1.25026e-08	2.2376e-05	315.785	6.33612e-11	7.1314e+08	101315	0.0001841
1.2566e-08	2.2396e-05	316.444	6.32279e-11	7.10466e+08	101315	0.0001841
1.26292e-08	2.24161e-05	317.094	6.31035e-11	7.07803e+08	101315	0.0001841
1.26923e-08	2.24361e-05	317.736	6.29876e-11	7.05153e+08	101315	0.0001841
1.27553e-08	2.24561e-05	318.369	6.28798e-11	7.02515e+08	101315	0.0001841
1.28182e-08	2.24762e-05	318.994	6.27798e-11	6.99888e+08	101315	0.0001841
1.28809e-08	2.24962e-05	319.612	6.26873e-11	6.97272e+08	101315	0.0001841
1.29436e-08	2.25163e-05	320.221	6.2602e-11	6.94668e+08	101315	0.0001841
1.30062e-08	2.25363e-05	320.822	6.25235e-11	6.92074e+08	101315	0.0001841
1.30687e-08	2.25564e-05	321.416	6.24516e-11	6.8949e+08	101315	0.0001841
1.31312e-08	2.25765e-05	322.002	6.23861e-11	6.86917e+08	101315	0.0001841
1.31936e-08	2.25966e-05	322.581	6.23267e-11	6.84353e+08	101315	0.0001841
1.32559e-08	2.26167e-05	323.152	6.22732e-11	6.81799e+08	101315	0.0001841
1.33182e-08	2.26369e-05	323.717	6.22255e-11	6.79255e+08	101315	0.0001841
1.33804e-08	2.2657e-05	324.274	6.21833e-11	6.7672e+08	101315	0.0001841
1.34426e-08	2.26772e-05	324.824	6.21465e-11	6.74194e+08	101315	0.0001841
1.35047e-08	2.26974e-05	325.368	6.21148e-11	6.71677e+08	101315	0.0001841
1.35669e-08	2.27177e-05	325.905	6.20882e-11	6.69169e+08	101315	0.0001841
