#   Rstart=2e-05m
#   RdotStart=0m/s
#   Rn=0.0001841m
#   deltaT=1e-11s
#   Tstart=0s
#   Tend=0.000115s
#   patm=101315Pa
#   pac=0Pa
#   f=26120Hz
#   mu=0.001002Pa s
#   sigma=0.0725Pa m (I think)
#   BTait=3.05e+07Pa
#   nTait=7.15no unit
#   kappa=1.4
#   pv=0Pa
#   rho0=998.206kg/m³
#   SpecGasConst=287J/molK
#   TempRef=293.15deg Celsius.
#   T0=0.01
#   Rn26.4e-05m#   t15e-05s#   t26e-05s# 
#t[s]	r[m]	v[m/s]	dT [s]	pBubble[Pa]	p_ac[Pa]	Rn
7.0915e-10	2.00098e-05	27.5098	1.26895e-11	1.14036e+09	101315	0.0001841
7.21839e-10	2.00101e-05	27.9957	1.26973e-11	1.14028e+09	101315	0.0001841
7.34536e-10	2.00105e-05	28.4817	1.27051e-11	1.14019e+09	101315	0.0001841
7.47242e-10	2.00109e-05	28.9677	1.2713e-11	1.14011e+09	101315	0.0001841
7.59955e-10	2.00112e-05	29.4538	1.27209e-11	1.14002e+09	101315	0.0001841
7.72675e-10	2.00116e-05	29.9399	1.27289e-11	1.13993e+09	101315	0.0001841
7.85404e-10	2.0012e-05	30.4261	1.27368e-11	1.13984e+09	101315	0.0001841
7.98141e-10	2.00124e-05	30.9124	1.27449e-11	1.13974e+09	101315	0.0001841
8.10886e-10	2.00128e-05	31.3987	1.27529e-11	1.13965e+09	101315	0.0001841
8.23639e-10	2.00132e-05	31.885	1.2761e-11	1.13955e+09	101315	0.0001841
8.364e-10	2.00136e-05	32.3715	1.27691e-11	1.13945e+09	101315	0.0001841
8.49169e-10	2.0014e-05	32.8579	1.27773e-11	1.13935e+09	101315	0.0001841
8.61946e-10	2.00144e-05	33.3445	1.27855e-11	1.13925e+09	101315	0.0001841
8.74732e-10	2.00149e-05	33.8311	1.27937e-11	1.13915e+09	101315	0.0001841
8.87525e-10	2.00153e-05	34.3177	1.2802e-11	1.13905e+09	101315	0.0001841
9.00327e-10	2.00158e-05	34.8044	1.28103e-11	1.13894e+09	101315	0.0001841
9.13138e-10	2.00162e-05	35.2911	1.28186e-11	1.13883e+09	101315	0.0001841
9.25956e-10	2.00167e-05	35.778	1.2827e-11	1.13872e+09	101315	0.0001841
9.38783e-10	2.00171e-05	36.2648	1.28354e-11	1.13861e+09	101315	0.0001841
9.51619e-10	2.00176e-05	36.7517	1.28438e-11	1.1385e+09	101315	0.0001841
9.64462e-10	2.00181e-05	37.2387	1.28523e-11	1.13839e+09	101315	0.0001841
9.77315e-10	2.00185e-05	37.7257	1.28608e-11	1.13827e+09	101315	0.0001841
9.90176e-10	2.0019e-05	38.2128	1.28694e-11	1.13816e+09	101315	0.0001841
1.00305e-09	2.00195e-05	38.7	1.2878e-11	1.13804e+09	101315	0.0001841
1.01592e-09	2.002e-05	39.1872	1.28866e-11	1.13792e+09	101315	0.0001841
1.02881e-09	2.00205e-05	39.6744	1.28953e-11	1.1378e+09	101315	0.0001841
1.0417e-09	2.00211e-05	40.1617	1.2904e-11	1.13767e+09	101315	0.0001841
1.05461e-09	2.00216e-05	40.6491	1.29128e-11	1.13755e+09	101315	0.0001841
1.06752e-09	2.00221e-05	41.1365	1.29215e-11	1.13742e+09	101315	0.0001841
1.08044e-09	2.00226e-05	41.624	1.29304e-11	1.1373e+09	101315	0.0001841
1.09337e-09	2.00232e-05	42.1115	1.29392e-11	1.13717e+09	101315	0.0001841
1.10631e-09	2.00237e-05	42.5991	1.29481e-11	1.13704e+09	101315	0.0001841
1.11926e-09	2.00243e-05	43.0867	1.29571e-11	1.1369e+09	101315	0.0001841
1.13222e-09	2.00248e-05	43.5744	1.29661e-11	1.13677e+09	101315	0.0001841
1.14518e-09	2.00254e-05	44.0621	1.29751e-11	1.13663e+09	101315	0.0001841
1.15816e-09	2.0026e-05	44.5499	1.29841e-11	1.1365e+09	101315	0.0001841
1.17114e-09	2.00266e-05	45.0378	1.29933e-11	1.13636e+09	101315	0.0001841
1.18414e-09	2.00272e-05	45.5257	1.30024e-11	1.13622e+09	101315	0.0001841
1.19714e-09	2.00277e-05	46.0136	1.30116e-11	1.13608e+09	101315	0.0001841
1.21015e-09	2.00284e-05	46.5017	1.30208e-11	1.13593e+09	101315	0.0001841
1.22317e-09	2.0029e-05	46.9897	1.30301e-11	1.13579e+09	101315	0.0001841
1.2362e-09	2.00296e-05	47.4779	1.30394e-11	1.13564e+09	101315	0.0001841
1.24924e-09	2.00302e-05	47.966	1.30487e-11	1.13549e+09	101315	0.0001841
1.26229e-09	2.00308e-05	48.4543	1.30581e-11	1.13534e+09	101315	0.0001841
1.27535e-09	2.00315e-05	48.9426	1.30675e-11	1.13519e+09	101315	0.0001841
1.28842e-09	2.00321e-05	49.4309	1.3077e-11	1.13504e+09	101315	0.0001841
1.30149e-09	2.00328e-05	49.9193	1.30865e-11	1.13489e+09	101315	0.0001841
1.31458e-09	2.00334e-05	50.4077	1.30961e-11	1.13473e+09	101315	0.0001841
1.32767e-09	2.00341e-05	50.8962	1.31057e-11	1.13457e+09	101315	0.0001841
1.34078e-09	2.00347e-05	51.3848	1.31153e-11	1.13441e+09	101315	0.0001841
1.3539e-09	2.00354e-05	51.8734	1.3125e-11	1.13425e+09	101315	0.0001841
1.36702e-09	2.00361e-05	52.3621	1.31347e-11	1.13409e+09	101315	0.0001841
1.38016e-09	2.00368e-05	52.8508	1.31445e-11	1.13392e+09	101315	0.0001841
1.3933e-09	2.00375e-05	53.3396	1.31543e-11	1.13376e+09	101315	0.0001841
1.40645e-09	2.00382e-05	53.8284	1.31641e-11	1.13359e+09	101315	0.0001841
1.41962e-09	2.00389e-05	54.3173	1.3174e-11	1.13342e+09	101315	0.0001841
1.43279e-09	2.00396e-05	54.8062	1.3184e-11	1.13325e+09	101315	0.0001841
1.44598e-09	2.00404e-05	55.2952	1.3194e-11	1.13308e+09	101315	0.0001841
1.45917e-09	2.00411e-05	55.7842	1.3204e-11	1.1329e+09	101315	0.0001841
1.47237e-09	2.00418e-05	56.2733	1.32141e-11	1.13273e+09	101315	0.0001841
1.48559e-09	2.00426e-05	56.7625	1.32242e-11	1.13255e+09	101315	0.0001841
1.49881e-09	2.00433e-05	57.2517	1.32344e-11	1.13237e+09	101315	0.0001841
1.51205e-09	2.00441e-05	57.741	1.32446e-11	1.13219e+09	101315	0.0001841
1.52529e-09	2.00449e-05	58.2303	1.32548e-11	1.13201e+09	101315	0.0001841
1.53855e-09	2.00456e-05	58.7196	1.32652e-11	1.13183e+09	101315	0.0001841
1.55181e-09	2.00464e-05	59.2091	1.32755e-11	1.13164e+09	101315	0.0001841
1.56509e-09	2.00472e-05	59.6985	1.32859e-11	1.13145e+09	101315	0.0001841
1.57837e-09	2.0048e-05	60.1881	1.32963e-11	1.13126e+09	101315	0.0001841
1.59167e-09	2.00488e-05	60.6776	1.33068e-11	1.13107e+09	101315	0.0001841
1.60498e-09	2.00496e-05	61.1673	1.33174e-11	1.13088e+09	101315	0.0001841
1.61829e-09	2.00504e-05	61.657	1.3328e-11	1.13069e+09	101315	0.0001841
1.63162e-09	2.00513e-05	62.1467	1.33386e-11	1.13049e+09	101315	0.0001841
1.64496e-09	2.00521e-05	62.6365	1.33493e-11	1.1303e+09	101315	0.0001841
1.65831e-09	2.00529e-05	63.1264	1.336e-11	1.1301e+09	101315	0.0001841
1.67167e-09	2.00538e-05	63.6163	1.33708e-11	1.1299e+09	101315	0.0001841
1.68504e-09	2.00546e-05	64.1062	1.33816e-11	1.1297e+09	101315	0.0001841
1.69842e-09	2.00555e-05	64.5963	1.33925e-11	1.12949e+09	101315	0.0001841
1.71181e-09	2.00564e-05	65.0863	1.34034e-11	1.12929e+09	101315	0.0001841
1.72522e-09	2.00572e-05	65.5764	1.34144e-11	1.12908e+09	101315	0.0001841
1.73863e-09	2.00581e-05	66.0666	1.34254e-11	1.12887e+09	101315	0.0001841
1.75206e-09	2.0059e-05	66.5569	1.34365e-11	1.12866e+09	101315	0.0001841
1.76549e-09	2.00599e-05	67.0471	1.34476e-11	1.12845e+09	101315	0.0001841
1.77894e-09	2.00608e-05	67.5375	1.34587e-11	1.12823e+09	101315	0.0001841
1.7924e-09	2.00617e-05	68.0279	1.347e-11	1.12802e+09	101315	0.0001841
1.80587e-09	2.00626e-05	68.5183	1.34812e-11	1.1278e+09	101315	0.0001841
1.81935e-09	2.00636e-05	69.0088	1.34926e-11	1.12758e+09	101315	0.0001841
1.83284e-09	2.00645e-05	69.4994	1.35039e-11	1.12736e+09	101315	0.0001841
1.84635e-09	2.00654e-05	69.99	1.35154e-11	1.12714e+09	101315	0.0001841
1.85986e-09	2.00664e-05	70.4807	1.35269e-11	1.12692e+09	101315	0.0001841
1.87339e-09	2.00674e-05	70.9714	1.35384e-11	1.12669e+09	101315	0.0001841
1.88693e-09	2.00683e-05	71.4622	1.355e-11	1.12646e+09	101315	0.0001841
1.90048e-09	2.00693e-05	71.953	1.35616e-11	1.12623e+09	101315	0.0001841
1.91404e-09	2.00703e-05	72.4439	1.35733e-11	1.126e+09	101315	0.0001841
1.92761e-09	2.00713e-05	72.9348	1.3585e-11	1.12577e+09	101315	0.0001841
1.9412e-09	2.00722e-05	73.4258	1.35968e-11	1.12554e+09	101315	0.0001841
1.9548e-09	2.00732e-05	73.9169	1.36087e-11	1.1253e+09	101315	0.0001841
1.9684e-09	2.00743e-05	74.408	1.36206e-11	1.12506e+09	101315	0.0001841
1.98202e-09	2.00753e-05	74.8991	1.36326e-11	1.12482e+09	101315	0.0001841
1.99566e-09	2.00763e-05	75.3903	1.36446e-11	1.12458e+09	101315	0.0001841
2.0093e-09	2.00773e-05	75.8816	1.36567e-11	1.12434e+09	101315	0.0001841
2.02296e-09	2.00784e-05	76.3729	1.36688e-11	1.1241e+09	101315	0.0001841
2.03663e-09	2.00794e-05	76.8643	1.3681e-11	1.12385e+09	101315	0.0001841
2.05031e-09	2.00805e-05	77.3558	1.36932e-11	1.1236e+09	101315	0.0001841
2.064e-09	2.00815e-05	77.8472	1.37055e-11	1.12335e+09	101315	0.0001841
2.07771e-09	2.00826e-05	78.3388	1.37179e-11	1.1231e+09	101315	0.0001841
2.09142e-09	2.00837e-05	78.8304	1.37303e-11	1.12285e+09	101315	0.0001841
2.10515e-09	2.00848e-05	79.3221	1.37428e-11	1.12259e+09	101315	0.0001841
2.1189e-09	2.00859e-05	79.8138	1.37553e-11	1.12234e+09	101315	0.0001841
2.13265e-09	2.0087e-05	80.3056	1.37679e-11	1.12208e+09	101315	0.0001841
2.14642e-09	2.00881e-05	80.7974	1.37805e-11	1.12182e+09	101315	0.0001841
2.1602e-09	2.00892e-05	81.2893	1.37932e-11	1.12155e+09	101315	0.0001841
2.17399e-09	2.00903e-05	81.7812	1.3806e-11	1.12129e+09	101315	0.0001841
2.1878e-09	2.00914e-05	82.2732	1.38188e-11	1.12103e+09	101315	0.0001841
2.20162e-09	2.00926e-05	82.7653	1.38317e-11	1.12076e+09	101315	0.0001841
2.21545e-09	2.00937e-05	83.2574	1.38446e-11	1.12049e+09	101315	0.0001841
2.2293e-09	2.00949e-05	83.7495	1.38576e-11	1.12022e+09	101315	0.0001841
2.24315e-09	2.00961e-05	84.2418	1.38707e-11	1.11995e+09	101315	0.0001841
2.25702e-09	2.00972e-05	84.7341	1.38838e-11	1.11967e+09	101315	0.0001841
2.27091e-09	2.00984e-05	85.2264	1.3897e-11	1.1194e+09	101315	0.0001841
2.2848e-09	2.00996e-05	85.7188	1.39103e-11	1.11912e+09	101315	0.0001841
2.29872e-09	2.01008e-05	86.2112	1.39236e-11	1.11884e+09	101315	0.0001841
2.31264e-09	2.0102e-05	86.7038	1.3937e-11	1.11856e+09	101315	0.0001841
2.32658e-09	2.01032e-05	87.1963	1.39504e-11	1.11827e+09	101315	0.0001841
2.34053e-09	2.01044e-05	87.689	1.39639e-11	1.11799e+09	101315	0.0001841
2.35449e-09	2.01057e-05	88.1816	1.39775e-11	1.1177e+09	101315	0.0001841
2.36847e-09	2.01069e-05	88.6744	1.39911e-11	1.11741e+09	101315	0.0001841
2.38246e-09	2.01081e-05	89.1672	1.40048e-11	1.11712e+09	101315	0.0001841
2.39646e-09	2.01094e-05	89.6601	1.40186e-11	1.11683e+09	101315	0.0001841
2.41048e-09	2.01106e-05	90.153	1.40324e-11	1.11654e+09	101315	0.0001841
2.42451e-09	2.01119e-05	90.646	1.40463e-11	1.11624e+09	101315	0.0001841
2.43856e-09	2.01132e-05	91.139	1.40603e-11	1.11594e+09	101315	0.0001841
2.45262e-09	2.01145e-05	91.6321	1.40743e-11	1.11564e+09	101315	0.0001841
2.4667e-09	2.01158e-05	92.1253	1.40884e-11	1.11534e+09	101315	0.0001841
2.48078e-09	2.01171e-05	92.6185	1.41026e-11	1.11504e+09	101315	0.0001841
2.49489e-09	2.01184e-05	93.1118	1.41168e-11	1.11474e+09	101315	0.0001841
2.509e-09	2.01197e-05	93.6051	1.41311e-11	1.11443e+09	101315	0.0001841
2.52313e-09	2.0121e-05	94.0985	1.41455e-11	1.11412e+09	101315	0.0001841
2.53728e-09	2.01224e-05	94.592	1.416e-11	1.11381e+09	101315	0.0001841
2.55144e-09	2.01237e-05	95.0855	1.41745e-11	1.1135e+09	101315	0.0001841
2.56561e-09	2.01251e-05	95.5791	1.41891e-11	1.11318e+09	101315	0.0001841
2.5798e-09	2.01264e-05	96.0727	1.42037e-11	1.11287e+09	101315	0.0001841
2.59401e-09	2.01278e-05	96.5664	1.42184e-11	1.11255e+09	101315	0.0001841
2.60823e-09	2.01292e-05	97.0602	1.42332e-11	1.11223e+09	101315	0.0001841
2.62246e-09	2.01305e-05	97.554	1.42481e-11	1.11191e+09	101315	0.0001841
2.63671e-09	2.01319e-05	98.0479	1.42631e-11	1.11159e+09	101315	0.0001841
2.65097e-09	2.01333e-05	98.5419	1.42781e-11	1.11126e+09	101315	0.0001841
2.66525e-09	2.01348e-05	99.0359	1.42932e-11	1.11093e+09	101315	0.0001841
2.67954e-09	2.01362e-05	99.5299	1.43083e-11	1.11061e+09	101315	0.0001841
2.69385e-09	2.01376e-05	100.024	1.43236e-11	1.11028e+09	101315	0.0001841
2.70817e-09	2.0139e-05	100.518	1.43389e-11	1.10994e+09	101315	0.0001841
2.72251e-09	2.01405e-05	101.013	1.43543e-11	1.10961e+09	101315	0.0001841
2.73687e-09	2.01419e-05	101.507	1.43698e-11	1.10927e+09	101315	0.0001841
2.75124e-09	2.01434e-05	102.001	1.43853e-11	1.10893e+09	101315	0.0001841
2.76562e-09	2.01449e-05	102.496	1.44009e-11	1.10859e+09	101315	0.0001841
2.78002e-09	2.01463e-05	102.99	1.44166e-11	1.10825e+09	101315	0.0001841
2.79444e-09	2.01478e-05	103.485	1.44324e-11	1.10791e+09	101315	0.0001841
2.80887e-09	2.01493e-05	103.98	1.44483e-11	1.10756e+09	101315	0.0001841
2.82332e-09	2.01508e-05	104.474	1.44642e-11	1.10721e+09	101315	0.0001841
2.83778e-09	2.01524e-05	104.969	1.44802e-11	1.10687e+09	101315	0.0001841
2.85226e-09	2.01539e-05	105.464	1.44963e-11	1.10651e+09	101315	0.0001841
2.86676e-09	2.01554e-05	105.959	1.45125e-11	1.10616e+09	101315	0.0001841
2.88127e-09	2.01569e-05	106.454	1.45288e-11	1.10581e+09	101315	0.0001841
2.8958e-09	2.01585e-05	106.949	1.45451e-11	1.10545e+09	101315	0.0001841
2.91035e-09	2.01601e-05	107.444	1.45616e-11	1.10509e+09	101315	0.0001841
2.92491e-09	2.01616e-05	107.939	1.45781e-11	1.10473e+09	101315	0.0001841
2.93949e-09	2.01632e-05	108.434	1.45947e-11	1.10437e+09	101315	0.0001841
2.95408e-09	2.01648e-05	108.93	1.46114e-11	1.104e+09	101315	0.0001841
2.96869e-09	2.01664e-05	109.425	1.46281e-11	1.10363e+09	101315	0.0001841
2.98332e-09	2.0168e-05	109.921	1.4645e-11	1.10327e+09	101315	0.0001841
2.99797e-09	2.01696e-05	110.416	1.4662e-11	1.10289e+09	101315	0.0001841
3.01263e-09	2.01712e-05	110.912	1.4679e-11	1.10252e+09	101315	0.0001841
3.02731e-09	2.01729e-05	111.407	1.46961e-11	1.10215e+09	101315	0.0001841
3.042e-09	2.01745e-05	111.903	1.47133e-11	1.10177e+09	101315	0.0001841
3.05672e-09	2.01761e-05	112.399	1.47306e-11	1.10139e+09	101315	0.0001841
3.07145e-09	2.01778e-05	112.895	1.4748e-11	1.10101e+09	101315	0.0001841
3.08619e-09	2.01795e-05	113.391	1.47655e-11	1.10063e+09	101315	0.0001841
3.10096e-09	2.01812e-05	113.887	1.4783e-11	1.10025e+09	101315	0.0001841
3.11574e-09	2.01828e-05	114.383	1.48007e-11	1.09986e+09	101315	0.0001841
3.13054e-09	2.01845e-05	114.879	1.48185e-11	1.09947e+09	101315	0.0001841
3.14536e-09	2.01862e-05	115.375	1.48363e-11	1.09908e+09	101315	0.0001841
3.1602e-09	2.0188e-05	115.872	1.48542e-11	1.09869e+09	101315	0.0001841
3.17505e-09	2.01897e-05	116.368	1.48723e-11	1.09829e+09	101315	0.0001841
3.18993e-09	2.01914e-05	116.865	1.48904e-11	1.0979e+09	101315	0.0001841
3.20482e-09	2.01932e-05	117.361	1.49086e-11	1.0975e+09	101315	0.0001841
3.21972e-09	2.01949e-05	117.858	1.4927e-11	1.0971e+09	101315	0.0001841
3.23465e-09	2.01967e-05	118.354	1.49454e-11	1.0967e+09	101315	0.0001841
3.2496e-09	2.01985e-05	118.851	1.49639e-11	1.09629e+09	101315	0.0001841
3.26456e-09	2.02002e-05	119.348	1.49825e-11	1.09589e+09	101315	0.0001841
3.27954e-09	2.0202e-05	119.845	1.50013e-11	1.09548e+09	101315	0.0001841
3.29454e-09	2.02038e-05	120.342	1.50201e-11	1.09507e+09	101315	0.0001841
3.30956e-09	2.02056e-05	120.839	1.5039e-11	1.09466e+09	101315	0.0001841
3.3246e-09	2.02075e-05	121.336	1.5058e-11	1.09424e+09	101315	0.0001841
3.33966e-09	2.02093e-05	121.833	1.50772e-11	1.09383e+09	101315	0.0001841
3.35474e-09	2.02111e-05	122.331	1.50964e-11	1.09341e+09	101315	0.0001841
3.36984e-09	2.0213e-05	122.828	1.51157e-11	1.09299e+09	101315	0.0001841
3.38495e-09	2.02148e-05	123.326	1.51352e-11	1.09257e+09	101315	0.0001841
3.40009e-09	2.02167e-05	123.823	1.51547e-11	1.09214e+09	101315	0.0001841
3.41524e-09	2.02186e-05	124.321	1.51744e-11	1.09171e+09	101315	0.0001841
3.43042e-09	2.02205e-05	124.819	1.51941e-11	1.09129e+09	101315	0.0001841
3.44561e-09	2.02224e-05	125.316	1.5214e-11	1.09086e+09	101315	0.0001841
3.46082e-09	2.02243e-05	125.814	1.5234e-11	1.09042e+09	101315	0.0001841
3.47606e-09	2.02262e-05	126.312	1.52541e-11	1.08999e+09	101315	0.0001841
3.49131e-09	2.02281e-05	126.81	1.52743e-11	1.08955e+09	101315	0.0001841
3.50659e-09	2.02301e-05	127.308	1.52946e-11	1.08911e+09	101315	0.0001841
3.52188e-09	2.0232e-05	127.807	1.53151e-11	1.08867e+09	101315	0.0001841
3.5372e-09	2.0234e-05	128.305	1.53356e-11	1.08823e+09	101315	0.0001841
3.55253e-09	2.0236e-05	128.803	1.53563e-11	1.08778e+09	101315	0.0001841
3.56789e-09	2.02379e-05	129.302	1.53771e-11	1.08734e+09	101315	0.0001841
3.58326e-09	2.02399e-05	129.801	1.5398e-11	1.08689e+09	101315	0.0001841
3.59866e-09	2.02419e-05	130.299	1.5419e-11	1.08643e+09	101315	0.0001841
3.61408e-09	2.0244e-05	130.798	1.54401e-11	1.08598e+09	101315	0.0001841
3.62952e-09	2.0246e-05	131.297	1.54614e-11	1.08552e+09	101315	0.0001841
3.64498e-09	2.0248e-05	131.796	1.54827e-11	1.08507e+09	101315	0.0001841
3.66047e-09	2.02501e-05	132.295	1.55043e-11	1.08461e+09	101315	0.0001841
3.67597e-09	2.02521e-05	132.794	1.55259e-11	1.08414e+09	101315	0.0001841
3.6915e-09	2.02542e-05	133.293	1.55476e-11	1.08368e+09	101315	0.0001841
3.70704e-09	2.02563e-05	133.792	1.55695e-11	1.08321e+09	101315	0.0001841
3.72261e-09	2.02583e-05	134.292	1.55915e-11	1.08275e+09	101315	0.0001841
3.7382e-09	2.02604e-05	134.791	1.56136e-11	1.08227e+09	101315	0.0001841
3.75382e-09	2.02625e-05	135.291	1.56359e-11	1.0818e+09	101315	0.0001841
3.76945e-09	2.02647e-05	135.791	1.56583e-11	1.08133e+09	101315	0.0001841
3.78511e-09	2.02668e-05	136.291	1.56808e-11	1.08085e+09	101315	0.0001841
3.80079e-09	2.02689e-05	136.79	1.57035e-11	1.08037e+09	101315	0.0001841
3.8165e-09	2.02711e-05	137.29	1.57263e-11	1.07989e+09	101315	0.0001841
3.83222e-09	2.02733e-05	137.791	1.57492e-11	1.0794e+09	101315	0.0001841
3.84797e-09	2.02754e-05	138.291	1.57722e-11	1.07892e+09	101315	0.0001841
3.86374e-09	2.02776e-05	138.791	1.57954e-11	1.07843e+09	101315	0.0001841
3.87954e-09	2.02798e-05	139.291	1.58188e-11	1.07794e+09	101315	0.0001841
3.89536e-09	2.0282e-05	139.792	1.58422e-11	1.07745e+09	101315	0.0001841
3.9112e-09	2.02842e-05	140.293	1.58659e-11	1.07695e+09	101315	0.0001841
3.92707e-09	2.02865e-05	140.793	1.58896e-11	1.07646e+09	101315	0.0001841
3.94296e-09	2.02887e-05	141.294	1.59135e-11	1.07596e+09	101315	0.0001841
3.95887e-09	2.0291e-05	141.795	1.59376e-11	1.07545e+09	101315	0.0001841
3.97481e-09	2.02932e-05	142.296	1.59618e-11	1.07495e+09	101315	0.0001841
3.99077e-09	2.02955e-05	142.797	1.59861e-11	1.07444e+09	101315	0.0001841
4.00675e-09	2.02978e-05	143.299	1.60106e-11	1.07394e+09	101315	0.0001841
