#   Rstart=2e-05m
#   RdotStart=0m/s
#   Rn=0.0001841m
#   deltaT=1e-11s
#   Tstart=0s
#   Tend=0.000115s
#   patm=101315Pa
#   pac=0Pa
#   f=26120Hz
#   mu=0.001002Pa s
#   sigma=0.0725Pa m (I think)
#   BTait=3.05e+07Pa
#   nTait=7.15no unit
#   kappa=1.4
#   pv=0Pa
#   rho0=998.206kg/m³
#   SpecGasConst=287J/molK
#   TempRef=293.15deg Celsius.
#   T0=0.01
#   Rn26.4e-05m#   t15e-05s#   t26e-05s# 
#t[s]	r[m]	v[m/s]	dT [s]	pBubble[Pa]	p_ac[Pa]	Rn
1.36044e-09	2.00358e-05	52.1173	6.08455e-11	1.13417e+09	101315	0.0001841
1.42129e-09	2.0039e-05	54.3793	6.10548e-11	1.1334e+09	101315	0.0001841
1.48234e-09	2.00424e-05	56.6424	6.12685e-11	1.1326e+09	101315	0.0001841
1.54361e-09	2.00459e-05	58.9066	6.14866e-11	1.13176e+09	101315	0.0001841
1.6051e-09	2.00496e-05	61.1718	6.17092e-11	1.13088e+09	101315	0.0001841
1.66681e-09	2.00535e-05	63.4381	6.19365e-11	1.12997e+09	101315	0.0001841
1.72875e-09	2.00575e-05	65.7054	6.21686e-11	1.12902e+09	101315	0.0001841
1.79091e-09	2.00616e-05	67.9737	6.24055e-11	1.12804e+09	101315	0.0001841
1.85332e-09	2.00659e-05	70.2431	6.26475e-11	1.12702e+09	101315	0.0001841
1.91597e-09	2.00704e-05	72.5136	6.28945e-11	1.12597e+09	101315	0.0001841
1.97886e-09	2.0075e-05	74.7851	6.31469e-11	1.12488e+09	101315	0.0001841
2.04201e-09	2.00798e-05	77.0577	6.34046e-11	1.12375e+09	101315	0.0001841
2.10541e-09	2.00848e-05	79.3313	6.36679e-11	1.12259e+09	101315	0.0001841
2.16908e-09	2.00899e-05	81.606	6.39369e-11	1.12139e+09	101315	0.0001841
2.23302e-09	2.00952e-05	83.8818	6.42117e-11	1.12015e+09	101315	0.0001841
2.29723e-09	2.01007e-05	86.1587	6.44925e-11	1.11887e+09	101315	0.0001841
2.36172e-09	2.01063e-05	88.4366	6.47795e-11	1.11755e+09	101315	0.0001841
2.4265e-09	2.01121e-05	90.7157	6.50729e-11	1.1162e+09	101315	0.0001841
2.49157e-09	2.01181e-05	92.9959	6.53728e-11	1.11481e+09	101315	0.0001841
2.55695e-09	2.01242e-05	95.2773	6.56794e-11	1.11338e+09	101315	0.0001841
2.62263e-09	2.01306e-05	97.5598	6.5993e-11	1.11191e+09	101315	0.0001841
2.68862e-09	2.01371e-05	99.8435	6.63137e-11	1.1104e+09	101315	0.0001841
2.75493e-09	2.01438e-05	102.128	6.66418e-11	1.10885e+09	101315	0.0001841
2.82157e-09	2.01507e-05	104.415	6.69775e-11	1.10726e+09	101315	0.0001841
2.88855e-09	2.01577e-05	106.702	6.73211e-11	1.10563e+09	101315	0.0001841
2.95587e-09	2.0165e-05	108.991	6.76727e-11	1.10396e+09	101315	0.0001841
3.02355e-09	2.01724e-05	111.28	6.80327e-11	1.10224e+09	101315	0.0001841
3.09158e-09	2.01801e-05	113.572	6.84013e-11	1.10049e+09	101315	0.0001841
3.15998e-09	2.01879e-05	115.864	6.87789e-11	1.09869e+09	101315	0.0001841
3.22876e-09	2.0196e-05	118.158	6.91657e-11	1.09686e+09	101315	0.0001841
3.29792e-09	2.02042e-05	120.454	6.95621e-11	1.09498e+09	101315	0.0001841
3.36749e-09	2.02127e-05	122.751	6.99684e-11	1.09305e+09	101315	0.0001841
3.43746e-09	2.02214e-05	125.049	7.0385e-11	1.09109e+09	101315	0.0001841
3.50784e-09	2.02302e-05	127.349	7.08123e-11	1.08908e+09	101315	0.0001841
3.57865e-09	2.02393e-05	129.651	7.12506e-11	1.08702e+09	101315	0.0001841
3.6499e-09	2.02487e-05	131.954	7.17005e-11	1.08492e+09	101315	0.0001841
3.7216e-09	2.02582e-05	134.26	7.21623e-11	1.08278e+09	101315	0.0001841
3.79377e-09	2.0268e-05	136.566	7.26365e-11	1.08058e+09	101315	0.0001841
3.8664e-09	2.0278e-05	138.875	7.31237e-11	1.07835e+09	101315	0.0001841
3.93953e-09	2.02882e-05	141.186	7.36244e-11	1.07606e+09	101315	0.0001841
4.01315e-09	2.02987e-05	143.499	7.41391e-11	1.07373e+09	101315	0.0001841
4.08729e-09	2.03094e-05	145.814	7.46685e-11	1.07135e+09	101315	0.0001841
4.16196e-09	2.03204e-05	148.131	7.52133e-11	1.06892e+09	101315	0.0001841
4.23717e-09	2.03316e-05	150.45	7.57741e-11	1.06645e+09	101315	0.0001841
4.31295e-09	2.03431e-05	152.772	7.63516e-11	1.06392e+09	101315	0.0001841
4.3893e-09	2.03549e-05	155.097	7.69468e-11	1.06134e+09	101315	0.0001841
4.46624e-09	2.03669e-05	157.424	7.75604e-11	1.05871e+09	101315	0.0001841
4.5438e-09	2.03792e-05	159.754	7.81933e-11	1.05603e+09	101315	0.0001841
4.622e-09	2.03918e-05	162.087	7.88466e-11	1.0533e+09	101315	0.0001841
4.70084e-09	2.04047e-05	164.422	7.95214e-11	1.05051e+09	101315	0.0001841
4.78037e-09	2.04178e-05	166.761	8.02187e-11	1.04767e+09	101315	0.0001841
4.86058e-09	2.04313e-05	169.104	8.09398e-11	1.04477e+09	101315	0.0001841
4.94152e-09	2.04451e-05	171.45	8.16861e-11	1.04181e+09	101315	0.0001841
5.02321e-09	2.04592e-05	173.8	8.24591e-11	1.0388e+09	101315	0.0001841
5.10567e-09	2.04736e-05	176.154	8.32602e-11	1.03573e+09	101315	0.0001841
5.18893e-09	2.04884e-05	178.512	8.40914e-11	1.0326e+09	101315	0.0001841
5.27302e-09	2.05035e-05	180.875	8.49545e-11	1.02941e+09	101315	0.0001841
5.35798e-09	2.05189e-05	183.243	8.58515e-11	1.02615e+09	101315	0.0001841
5.44383e-09	2.05348e-05	185.616	8.67849e-11	1.02283e+09	101315	0.0001841
5.53061e-09	2.0551e-05	187.994	8.7757e-11	1.01945e+09	101315	0.0001841
5.61837e-09	2.05676e-05	190.378	8.87708e-11	1.016e+09	101315	0.0001841
5.70714e-09	2.05846e-05	192.768	8.98293e-11	1.01248e+09	101315	0.0001841
5.79697e-09	2.0602e-05	195.165	9.09361e-11	1.00888e+09	101315	0.0001841
5.8879e-09	2.06199e-05	197.569	9.20949e-11	1.00522e+09	101315	0.0001841
5.98e-09	2.06382e-05	199.98	9.33102e-11	1.00148e+09	101315	0.0001841
6.07331e-09	2.0657e-05	202.4	9.45868e-11	9.97663e+08	101315	0.0001841
6.1679e-09	2.06762e-05	204.829	9.59305e-11	9.93766e+08	101315	0.0001841
6.26383e-09	2.0696e-05	207.267	9.73474e-11	9.89785e+08	101315	0.0001841
6.36117e-09	2.07163e-05	209.716	9.88449e-11	9.85719e+08	101315	0.0001841
6.46002e-09	2.07371e-05	212.176	1.00431e-10	9.81563e+08	101315	0.0001841
6.56045e-09	2.07586e-05	214.648	1.02116e-10	9.77313e+08	101315	0.0001841
6.66257e-09	2.07806e-05	217.133	1.03912e-10	9.72966e+08	101315	0.0001841
6.76648e-09	2.08033e-05	219.633	1.0583e-10	9.68516e+08	101315	0.0001841
6.87231e-09	2.08267e-05	222.15	1.07889e-10	9.63958e+08	101315	0.0001841
6.9802e-09	2.08508e-05	224.683	1.10105e-10	9.59287e+08	101315	0.0001841
7.0903e-09	2.08757e-05	227.237	1.12504e-10	9.54494e+08	101315	0.0001841
7.20281e-09	2.09014e-05	229.813	1.15113e-10	9.49573e+08	101315	0.0001841
7.31792e-09	2.0928e-05	232.413	1.17969e-10	9.44513e+08	101315	0.0001841
7.43589e-09	2.09556e-05	235.04	1.21116e-10	9.39304e+08	101315	0.0001841
7.55701e-09	2.09842e-05	237.7	1.24614e-10	9.33934e+08	101315	0.0001841
7.68162e-09	2.1014e-05	240.395	1.2854e-10	9.28386e+08	101315	0.0001841
7.81016e-09	2.1045e-05	243.133	1.33e-10	9.22641e+08	101315	0.0001841
7.94316e-09	2.10776e-05	245.919	1.38143e-10	9.16677e+08	101315	0.0001841
8.0813e-09	2.11117e-05	248.765	1.44185e-10	9.10462e+08	101315	0.0001841
8.22549e-09	2.11478e-05	251.682	1.51461e-10	9.03956e+08	101315	0.0001841
8.37695e-09	2.11862e-05	254.688	1.60523e-10	8.97104e+08	101315	0.0001841
8.53747e-09	2.12273e-05	257.81	1.72368e-10	8.89825e+08	101315	0.0001841
8.70984e-09	2.1272e-05	261.09	1.89067e-10	8.81994e+08	101315	0.0001841
8.89891e-09	2.13217e-05	264.601	2.16017e-10	8.73392e+08	101315	0.0001841
9.11493e-09	2.13793e-05	268.503	2.75938e-10	8.63555e+08	101315	0.0001841
9.39086e-09	2.14541e-05	273.322	4.45016e-10	8.50986e+08	101315	0.0001841
9.61262e-09	2.15151e-05	277.061	2.51125e-10	8.40894e+08	101315	0.0001841
9.82122e-09	2.15732e-05	280.471	2.11948e-10	8.31415e+08	101315	0.0001841
1.00332e-08	2.1633e-05	283.831	1.91162e-10	8.21804e+08	101315	0.0001841
1.02243e-08	2.16876e-05	286.773	1.7839e-10	8.13159e+08	101315	0.0001841
1.04027e-08	2.1739e-05	289.443	1.6982e-10	8.05115e+08	101315	0.0001841
1.05725e-08	2.17883e-05	291.918	1.63524e-10	7.97482e+08	101315	0.0001841
1.07361e-08	2.18363e-05	294.242	1.58644e-10	7.90156e+08	101315	0.0001841
1.08947e-08	2.18831e-05	296.44	1.5473e-10	7.83075e+08	101315	0.0001841
1.10494e-08	2.19292e-05	298.531	1.51513e-10	7.76194e+08	101315	0.0001841
1.1201e-08	2.19745e-05	300.53	1.48823e-10	7.69484e+08	101315	0.0001841
1.13498e-08	2.20194e-05	302.447	1.46544e-10	7.6292e+08	101315	0.0001841
1.14963e-08	2.20639e-05	304.289	1.44595e-10	7.56484e+08	101315	0.0001841
1.16409e-08	2.2108e-05	306.064	1.42915e-10	7.50162e+08	101315	0.0001841
1.17838e-08	2.21519e-05	307.776	1.4146e-10	7.43943e+08	101315	0.0001841
1.19253e-08	2.21955e-05	309.431	1.40196e-10	7.37817e+08	101315	0.0001841
1.20655e-08	2.2239e-05	311.033	1.39094e-10	7.31776e+08	101315	0.0001841
1.22046e-08	2.22824e-05	312.585	1.38134e-10	7.25812e+08	101315	0.0001841
1.23427e-08	2.23257e-05	314.089	1.37298e-10	7.1992e+08	101315	0.0001841
1.248e-08	2.23689e-05	315.548	1.36572e-10	7.14095e+08	101315	0.0001841
1.26166e-08	2.24121e-05	316.965	1.35944e-10	7.08333e+08	101315	0.0001841
1.27525e-08	2.24553e-05	318.342	1.35404e-10	7.0263e+08	101315	0.0001841
1.28879e-08	2.24985e-05	319.68	1.34943e-10	6.96981e+08	101315	0.0001841
1.30229e-08	2.25417e-05	320.981	1.34555e-10	6.91385e+08	101315	0.0001841
1.31574e-08	2.2585e-05	322.246	1.34233e-10	6.85838e+08	101315	0.0001841
1.32917e-08	2.26283e-05	323.477	1.33973e-10	6.80338e+08	101315	0.0001841
1.34256e-08	2.26717e-05	324.675	1.3377e-10	6.74882e+08	101315	0.0001841
1.35594e-08	2.27152e-05	325.841	1.3362e-10	6.6947e+08	101315	0.0001841
1.3693e-08	2.27588e-05	326.976	1.33519e-10	6.64098e+08	101315	0.0001841
1.38265e-08	2.28026e-05	328.081	1.33465e-10	6.58765e+08	101315	0.0001841
1.396e-08	2.28464e-05	329.157	1.33455e-10	6.53469e+08	101315	0.0001841
1.40935e-08	2.28904e-05	330.205	1.33487e-10	6.4821e+08	101315	0.0001841
1.4227e-08	2.29346e-05	331.225	1.33559e-10	6.42986e+08	101315	0.0001841
1.43605e-08	2.29789e-05	332.218	1.33669e-10	6.37795e+08	101315	0.0001841
1.44942e-08	2.30234e-05	333.185	1.33815e-10	6.32637e+08	101315	0.0001841
1.4628e-08	2.3068e-05	334.127	1.33997e-10	6.2751e+08	101315	0.0001841
1.4762e-08	2.31128e-05	335.043	1.34213e-10	6.22413e+08	101315	0.0001841
1.48962e-08	2.31579e-05	335.935	1.34462e-10	6.17346e+08	101315	0.0001841
1.50307e-08	2.32031e-05	336.803	1.34742e-10	6.12308e+08	101315	0.0001841
1.51654e-08	2.32485e-05	337.647	1.35055e-10	6.07297e+08	101315	0.0001841
1.53005e-08	2.32942e-05	338.468	1.35398e-10	6.02314e+08	101315	0.0001841
1.54359e-08	2.33401e-05	339.267	1.35771e-10	5.97356e+08	101315	0.0001841
1.55716e-08	2.33862e-05	340.043	1.36174e-10	5.92425e+08	101315	0.0001841
1.57078e-08	2.34325e-05	340.797	1.36606e-10	5.87518e+08	101315	0.0001841
1.58444e-08	2.34792e-05	341.53	1.37067e-10	5.82635e+08	101315	0.0001841
1.59815e-08	2.3526e-05	342.241	1.37557e-10	5.77776e+08	101315	0.0001841
1.6119e-08	2.35731e-05	342.931	1.38076e-10	5.72941e+08	101315	0.0001841
1.62571e-08	2.36205e-05	343.601	1.38624e-10	5.68128e+08	101315	0.0001841
1.63957e-08	2.36682e-05	344.25	1.392e-10	5.63337e+08	101315	0.0001841
1.65349e-08	2.37162e-05	344.879	1.39805e-10	5.58567e+08	101315	0.0001841
1.66747e-08	2.37644e-05	345.489	1.40438e-10	5.53819e+08	101315	0.0001841
1.68152e-08	2.3813e-05	346.078	1.41101e-10	5.49091e+08	101315	0.0001841
1.69563e-08	2.38619e-05	346.648	1.41793e-10	5.44383e+08	101315	0.0001841
1.70981e-08	2.39111e-05	347.199	1.42515e-10	5.39694e+08	101315	0.0001841
1.72406e-08	2.39606e-05	347.731	1.43267e-10	5.35025e+08	101315	0.0001841
1.73839e-08	2.40104e-05	348.244	1.44049e-10	5.30375e+08	101315	0.0001841
1.75279e-08	2.40606e-05	348.738	1.44862e-10	5.25743e+08	101315	0.0001841
1.76728e-08	2.41112e-05	349.214	1.45707e-10	5.21128e+08	101315	0.0001841
1.78185e-08	2.41621e-05	349.671	1.46584e-10	5.16532e+08	101315	0.0001841
1.79651e-08	2.42134e-05	350.11	1.47494e-10	5.11952e+08	101315	0.0001841
1.81126e-08	2.42651e-05	350.531	1.48438e-10	5.07389e+08	101315	0.0001841
1.8261e-08	2.43171e-05	350.934	1.49417e-10	5.02842e+08	101315	0.0001841
1.84104e-08	2.43696e-05	351.319	1.50431e-10	4.98311e+08	101315	0.0001841
1.85608e-08	2.44225e-05	351.687	1.51481e-10	4.93795e+08	101315	0.0001841
1.87123e-08	2.44758e-05	352.036	1.5257e-10	4.89294e+08	101315	0.0001841
1.88649e-08	2.45295e-05	352.368	1.53697e-10	4.84808e+08	101315	0.0001841
1.90186e-08	2.45837e-05	352.683	1.54865e-10	4.80336e+08	101315	0.0001841
1.91735e-08	2.46383e-05	352.98	1.56075e-10	4.75878e+08	101315	0.0001841
1.93295e-08	2.46934e-05	353.259	1.57328e-10	4.71433e+08	101315	0.0001841
1.94869e-08	2.4749e-05	353.521	1.58626e-10	4.67001e+08	101315	0.0001841
1.96455e-08	2.48051e-05	353.766	1.59971e-10	4.62581e+08	101315	0.0001841
1.98055e-08	2.48617e-05	353.994	1.61365e-10	4.58173e+08	101315	0.0001841
1.99668e-08	2.49189e-05	354.204	1.6281e-10	4.53777e+08	101315	0.0001841
2.01296e-08	2.49766e-05	354.397	1.64309e-10	4.49392e+08	101315	0.0001841
2.02939e-08	2.50348e-05	354.572	1.65864e-10	4.45017e+08	101315	0.0001841
2.04598e-08	2.50936e-05	354.73	1.67478e-10	4.40652e+08	101315	0.0001841
2.06273e-08	2.51531e-05	354.871	1.69154e-10	4.36296e+08	101315	0.0001841
2.07964e-08	2.52131e-05	354.994	1.70896e-10	4.31949e+08	101315	0.0001841
2.09673e-08	2.52738e-05	355.1	1.72707e-10	4.2761e+08	101315	0.0001841
2.114e-08	2.53351e-05	355.189	1.74591e-10	4.23279e+08	101315	0.0001841
2.13146e-08	2.53971e-05	355.259	1.76552e-10	4.18955e+08	101315	0.0001841
2.14912e-08	2.54599e-05	355.312	1.78597e-10	4.14637e+08	101315	0.0001841
2.16698e-08	2.55233e-05	355.347	1.80729e-10	4.10324e+08	101315	0.0001841
2.18505e-08	2.55875e-05	355.364	1.82956e-10	4.06016e+08	101315	0.0001841
2.20335e-08	2.56526e-05	355.363	1.85283e-10	4.01711e+08	101315	0.0001841
2.22187e-08	2.57184e-05	355.344	1.87719e-10	3.97409e+08	101315	0.0001841
2.24065e-08	2.57851e-05	355.306	1.90271e-10	3.9311e+08	101315	0.0001841
2.25967e-08	2.58527e-05	355.249	1.92949e-10	3.8881e+08	101315	0.0001841
2.27897e-08	2.59212e-05	355.173	1.95764e-10	3.84511e+08	101315	0.0001841
2.29854e-08	2.59908e-05	355.078	1.98728e-10	3.8021e+08	101315	0.0001841
2.31842e-08	2.60613e-05	354.964	2.01855e-10	3.75905e+08	101315	0.0001841
2.3386e-08	2.6133e-05	354.829	2.0516e-10	3.71596e+08	101315	0.0001841
2.35912e-08	2.62057e-05	354.674	2.08662e-10	3.67281e+08	101315	0.0001841
2.37999e-08	2.62797e-05	354.498	2.12382e-10	3.62957e+08	101315	0.0001841
2.40122e-08	2.6355e-05	354.301	2.16345e-10	3.58624e+08	101315	0.0001841
2.42286e-08	2.64316e-05	354.081	2.2058e-10	3.54277e+08	101315	0.0001841
2.44492e-08	2.65097e-05	353.839	2.25121e-10	3.49915e+08	101315	0.0001841
2.46743e-08	2.65893e-05	353.573	2.30012e-10	3.45535e+08	101315	0.0001841
2.49043e-08	2.66706e-05	353.283	2.35303e-10	3.41133e+08	101315	0.0001841
2.51396e-08	2.67537e-05	352.968	2.41056e-10	3.36705e+08	101315	0.0001841
2.53807e-08	2.68388e-05	352.626	2.47351e-10	3.32247e+08	101315	0.0001841
2.5628e-08	2.69259e-05	352.256	2.54287e-10	3.27752e+08	101315	0.0001841
2.58823e-08	2.70155e-05	351.856	2.61994e-10	3.23215e+08	101315	0.0001841
2.61443e-08	2.71076e-05	351.424	2.70643e-10	3.18626e+08	101315	0.0001841
2.64149e-08	2.72026e-05	350.958	2.80469e-10	3.13977e+08	101315	0.0001841
2.66954e-08	2.7301e-05	350.455	2.91801e-10	3.09253e+08	101315	0.0001841
2.69872e-08	2.74032e-05	349.91	3.05123e-10	3.04438e+08	101315	0.0001841
2.72923e-08	2.75098e-05	349.318	3.21185e-10	2.99511e+08	101315	0.0001841
2.76135e-08	2.76219e-05	348.672	3.41227e-10	2.94439e+08	101315	0.0001841
2.79547e-08	2.77408e-05	347.961	3.67512e-10	2.89177e+08	101315	0.0001841
2.83222e-08	2.78685e-05	347.169	4.04788e-10	2.83651e+08	101315	0.0001841
2.8727e-08	2.80089e-05	346.267	4.65684e-10	2.77729e+08	101315	0.0001841
2.91927e-08	2.81699e-05	345.194	6.06011e-10	2.71122e+08	101315	0.0001841
2.97987e-08	2.83786e-05	343.746	8.65615e-10	2.62844e+08	101315	0.0001841
3.02815e-08	2.85443e-05	342.554	5.12478e-10	2.56497e+08	101315	0.0001841
3.07166e-08	2.86931e-05	341.454	4.38476e-10	2.50956e+08	101315	0.0001841
3.1155e-08	2.88426e-05	340.322	3.99535e-10	2.45539e+08	101315	0.0001841
3.15546e-08	2.89783e-05	339.273	3.74286e-10	2.40743e+08	101315	0.0001841
3.19289e-08	2.91051e-05	338.276	3.57186e-10	2.36369e+08	101315	0.0001841
3.22861e-08	2.92258e-05	337.313	3.44556e-10	2.32298e+08	101315	0.0001841
3.26306e-08	2.93419e-05	336.373	3.34718e-10	2.28463e+08	101315	0.0001841
3.29653e-08	2.94543e-05	335.452	3.26784e-10	2.24822e+08	101315	0.0001841
3.32921e-08	2.95638e-05	334.544	3.20231e-10	2.21346e+08	101315	0.0001841
3.36123e-08	2.96707e-05	333.648	3.14721e-10	2.18013e+08	101315	0.0001841
3.39271e-08	2.97756e-05	332.762	3.10024e-10	2.14807e+08	101315	0.0001841
3.42371e-08	2.98786e-05	331.884	3.05978e-10	2.11713e+08	101315	0.0001841
3.45431e-08	2.99801e-05	331.012	3.02465e-10	2.08721e+08	101315	0.0001841
3.48455e-08	3.008e-05	330.146	2.99394e-10	2.05823e+08	101315	0.0001841
3.51449e-08	3.01788e-05	329.285	2.96695e-10	2.0301e+08	101315	0.0001841
3.54416e-08	3.02763e-05	328.429	2.94316e-10	2.00276e+08	101315	0.0001841
3.57359e-08	3.03729e-05	327.577	2.92211e-10	1.97616e+08	101315	0.0001841
3.60281e-08	3.04685e-05	326.728	2.90345e-10	1.95025e+08	101315	0.0001841
3.63185e-08	3.05632e-05	325.883	2.88691e-10	1.92498e+08	101315	0.0001841
3.66072e-08	3.06572e-05	325.04	2.87222e-10	1.90033e+08	101315	0.0001841
3.68944e-08	3.07504e-05	324.2	2.85919e-10	1.87624e+08	101315	0.0001841
3.71803e-08	3.0843e-05	323.363	2.84766e-10	1.8527e+08	101315	0.0001841
3.74651e-08	3.09349e-05	322.528	2.83746e-10	1.82968e+08	101315	0.0001841
3.77488e-08	3.10263e-05	321.695	2.82849e-10	1.80715e+08	101315	0.0001841
3.80317e-08	3.11172e-05	320.864	2.82062e-10	1.78509e+08	101315	0.0001841
3.83137e-08	3.12076e-05	320.034	2.81376e-10	1.76347e+08	101315	0.0001841
3.85951e-08	3.12975e-05	319.207	2.80784e-10	1.74229e+08	101315	0.0001841
3.88759e-08	3.1387e-05	318.381	2.80278e-10	1.72152e+08	101315	0.0001841
3.91562e-08	3.14762e-05	317.556	2.7985e-10	1.70114e+08	101315	0.0001841
3.9436e-08	3.15649e-05	316.734	2.79497e-10	1.68114e+08	101315	0.0001841
3.97155e-08	3.16533e-05	315.912	2.79212e-10	1.6615e+08	101315	0.0001841
3.99947e-08	3.17414e-05	315.092	2.78991e-10	1.64222e+08	101315	0.0001841
4.02737e-08	3.18292e-05	314.273	2.7883e-10	1.62328e+08	101315	0.0001841
4.05526e-08	3.19167e-05	313.455	2.78726e-10	1.60467e+08	101315	0.0001841
4.08313e-08	3.2004e-05	312.639	2.78674e-10	1.58637e+08	101315	0.0001841
4.111e-08	3.2091e-05	311.824	2.78673e-10	1.56839e+08	101315	0.0001841
4.13886e-08	3.21778e-05	311.01	2.78719e-10	1.5507e+08	101315	0.0001841
4.16674e-08	3.22644e-05	310.197	2.78809e-10	1.5333e+08	101315	0.0001841
4.19462e-08	3.23507e-05	309.385	2.78943e-10	1.51618e+08	101315	0.0001841
4.22251e-08	3.24369e-05	308.574	2.79116e-10	1.49933e+08	101315	0.0001841
4.25042e-08	3.25229e-05	307.764	2.79328e-10	1.48274e+08	101315	0.0001841
4.27836e-08	3.26088e-05	306.955	2.79578e-10	1.46642e+08	101315	0.0001841
4.30631e-08	3.26945e-05	306.148	2.79862e-10	1.45034e+08	101315	0.0001841
4.3343e-08	3.27801e-05	305.341	2.8018e-10	1.43451e+08	101315	0.0001841
4.36232e-08	3.28655e-05	304.535	2.80531e-10	1.41891e+08	101315	0.0001841
4.39037e-08	3.29508e-05	303.731	2.80913e-10	1.40354e+08	101315	0.0001841
4.41846e-08	3.3036e-05	302.927	2.81325e-10	1.3884e+08	101315	0.0001841
4.44659e-08	3.31211e-05	302.124	2.81766e-10	1.37348e+08	101315	0.0001841
4.47477e-08	3.32061e-05	301.323	2.82235e-10	1.35877e+08	101315	0.0001841
4.50299e-08	3.32911e-05	300.522	2.82731e-10	1.34427e+08	101315	0.0001841
4.53127e-08	3.33759e-05	299.722	2.83254e-10	1.32997e+08	101315	0.0001841
4.55959e-08	3.34607e-05	298.923	2.83802e-10	1.31588e+08	101315	0.0001841
4.58797e-08	3.35454e-05	298.126	2.84374e-10	1.30198e+08	101315	0.0001841
4.61641e-08	3.36301e-05	297.329	2.84971e-10	1.28826e+08	101315	0.0001841
4.64491e-08	3.37147e-05	296.533	2.85591e-10	1.27474e+08	101315	0.0001841
4.67347e-08	3.37993e-05	295.738	2.86234e-10	1.2614e+08	101315	0.0001841
4.70209e-08	3.38838e-05	294.944	2.86899e-10	1.24823e+08	101315	0.0001841
4.73078e-08	3.39683e-05	294.151	2.87585e-10	1.23524e+08	101315	0.0001841
4.75954e-08	3.40528e-05	293.359	2.88293e-10	1.22242e+08	101315	0.0001841
4.78837e-08	3.41373e-05	292.568	2.89022e-10	1.20977e+08	101315	0.0001841
4.81727e-08	3.42217e-05	291.777	2.89771e-10	1.19728e+08	101315	0.0001841
4.84625e-08	3.43061e-05	290.988	2.9054e-10	1.18495e+08	101315	0.0001841
4.8753e-08	3.43906e-05	290.2	2.91329e-10	1.17278e+08	101315	0.0001841
4.90443e-08	3.4475e-05	289.413	2.92137e-10	1.16077e+08	101315	0.0001841
4.93365e-08	3.45594e-05	288.626	2.92964e-10	1.1489e+08	101315	0.0001841
4.96294e-08	3.46439e-05	287.841	2.93809e-10	1.13719e+08	101315	0.0001841
4.99232e-08	3.47283e-05	287.057	2.94673e-10	1.12562e+08	101315	0.0001841
5.02179e-08	3.48128e-05	286.273	2.95555e-10	1.11419e+08	101315	0.0001841
