#   Rstart=2e-05m
#   RdotStart=0m/s
#   Rn=0.0001841m
#   deltaT=1e-11s
#   Tstart=0s
#   Tend=0.000115s
#   patm=101315Pa
#   pac=0Pa
#   f=26120Hz
#   mu=0.001002Pa s
#   sigma=0.0725Pa m (I think)
#   BTait=3.05e+07Pa
#   nTait=7.15no unit
#   kappa=1.4
#   pv=0Pa
#   rho0=998.206kg/m³
#   SpecGasConst=287J/molK
#   TempRef=293.15deg Celsius.
#   T0=0.01
#   Rn26.4e-05m#   t15e-05s#   t26e-05s# 
#t[s]	r[m]	v[m/s]	dT [s]	pBubble[Pa]	p_ac[Pa]	Rn
1.2315e-07	5.07796e-05	173.112	6.74749e-09	2.28228e+07	101315	0.0001841
1.29898e-07	5.19287e-05	167.581	7.20095e-09	2.07754e+07	101315	0.0001841
1.37099e-07	5.31157e-05	162.158	7.69693e-09	1.88942e+07	101315	0.0001841
1.44796e-07	5.4343e-05	156.842	8.23996e-09	1.71656e+07	101315	0.0001841
1.53036e-07	5.56136e-05	151.632	8.83505e-09	1.55776e+07	101315	0.0001841
1.61871e-07	5.69304e-05	146.525	9.48783e-09	1.41194e+07	101315	0.0001841
1.71358e-07	5.82965e-05	141.522	1.02046e-08	1.27809e+07	101315	0.0001841
1.81563e-07	5.97153e-05	136.622	1.09923e-08	1.15532e+07	101315	0.0001841
1.92555e-07	6.11903e-05	131.822	1.18588e-08	1.04279e+07	101315	0.0001841
2.04414e-07	6.27253e-05	127.122	1.28129e-08	9.39733e+06	101315	0.0001841
2.17227e-07	6.43241e-05	122.521	1.38644e-08	8.45459e+06	101315	0.0001841
2.31091e-07	6.59911e-05	118.019	1.50243e-08	7.5932e+06	101315	0.0001841
2.46116e-07	6.77306e-05	113.614	1.6305e-08	6.80717e+06	101315	0.0001841
2.62421e-07	6.95473e-05	109.305	1.77203e-08	6.09095e+06	101315	0.0001841
2.80141e-07	7.14463e-05	105.093	1.92859e-08	5.43937e+06	101315	0.0001841
2.99427e-07	7.34327e-05	100.976	2.10195e-08	4.84761e+06	101315	0.0001841
3.20446e-07	7.55121e-05	96.9546	2.29411e-08	4.31115e+06	101315	0.0001841
3.43387e-07	7.76905e-05	93.0273	2.50733e-08	3.82576e+06	101315	0.0001841
3.68461e-07	7.9974e-05	89.1939	2.74419e-08	3.38748e+06	101315	0.0001841
3.95903e-07	8.23694e-05	85.454	3.00763e-08	2.99258e+06	101315	0.0001841
4.25979e-07	8.48836e-05	81.8073	3.30098e-08	2.63756e+06	101315	0.0001841
4.58989e-07	8.75243e-05	78.2531	3.6281e-08	2.31912e+06	101315	0.0001841
4.9527e-07	9.02993e-05	74.7911	3.99337e-08	2.03417e+06	101315	0.0001841
5.35203e-07	9.32173e-05	71.4208	4.40185e-08	1.77982e+06	101315	0.0001841
5.79222e-07	9.62875e-05	68.1416	4.85938e-08	1.55335e+06	101315	0.0001841
6.27816e-07	9.95197e-05	64.9531	5.3727e-08	1.35221e+06	101315	0.0001841
6.81543e-07	0.000102924	61.8545	5.94962e-08	1.17405e+06	101315	0.0001841
7.41039e-07	0.000106513	58.8453	6.59921e-08	1.01665e+06	101315	0.0001841
8.07031e-07	0.000110298	55.9247	7.33203e-08	877971	101315	0.0001841
8.80351e-07	0.000114292	53.0919	8.16042e-08	756126	101315	0.0001841
9.61956e-07	0.00011851	50.3461	9.09882e-08	649368	101315	0.0001841
1.05294e-06	0.000122967	47.6865	1.01642e-07	556094	101315	0.0001841
1.15459e-06	0.00012768	45.1119	1.13765e-07	474837	101315	0.0001841
1.26835e-06	0.000132667	42.6213	1.27594e-07	404255	101315	0.0001841
1.39594e-06	0.000137948	40.2136	1.43408e-07	343129	101315	0.0001841
1.53935e-06	0.000143544	37.8876	1.61541e-07	290352	101315	0.0001841
1.70089e-06	0.000149478	35.6419	1.8239e-07	244925	101315	0.0001841
1.88328e-06	0.000155776	33.4751	2.06434e-07	205947	101315	0.0001841
2.08972e-06	0.000162465	31.3856	2.34247e-07	172610	101315	0.0001841
2.32396e-06	0.000169575	29.3718	2.66526e-07	144192	101315	0.0001841
2.59049e-06	0.000177138	27.432	3.04121e-07	120048	101315	0.0001841
2.89461e-06	0.000185188	25.5641	3.4807e-07	99605.7	101315	0.0001841
3.24268e-06	0.000193765	23.7661	3.99658e-07	82358.7	101315	0.0001841
3.64234e-06	0.000202907	22.0358	4.60479e-07	67860.1	101315	0.0001841
4.10282e-06	0.000212659	20.3705	5.32534e-07	55717.2	101315	0.0001841
4.63535e-06	0.000223067	18.7675	6.1836e-07	45586	101315	0.0001841
5.25371e-06	0.00023418	17.2236	7.21215e-07	37166.6	101315	0.0001841
5.97493e-06	0.000246048	15.7354	8.45351e-07	30197.9	101315	0.0001841
6.82028e-06	0.000258723	14.2986	9.96421e-07	24454.2	101315	0.0001841
7.8167e-06	0.000272255	12.9084	1.18215e-06	19740.7	101315	0.0001841
8.99884e-06	0.00028669	11.5588	1.41342e-06	15890.1	101315	0.0001841
1.04123e-05	0.000302066	10.2422	1.70637e-06	12759.6	101315	0.0001841
1.21186e-05	0.000318401	8.94847	2.08648e-06	10227.6	101315	0.0001841
1.42051e-05	0.000335684	7.66329	2.59821e-06	8191.36	101315	0.0001841
1.68033e-05	0.000353847	6.36411	3.33244e-06	6565.05	101315	0.0001841
2.01358e-05	0.000372719	5.01049	4.5355e-06	5277.89	101315	0.0001841
2.46713e-05	0.000391918	3.50954	7.56559e-06	4274.09	101315	0.0001841
3.22369e-05	0.000410421	1.46068	8.24755e-06	3521.28	101315	0.0001841
4.04844e-05	0.000414163	-0.52357	7.64058e-06	3389.54	101315	0.0001841
4.8125e-05	0.000403027	-2.41112	8.86247e-06	3800.68	101315	0.0001841
5.69875e-05	0.000370394	-5.07244	7.981e-06	5418.44	101315	0.0001841
6.04375e-05	0.000350529	-6.49235	4.21638e-06	533.684	101315	0.000100181
6.34169e-05	0.000328979	-8.03577	3.15794e-06	696.66	101315	0.000100181
6.57408e-05	0.000308585	-9.57848	2.42558e-06	911.492	101315	0.000100181
6.75875e-05	0.000289504	-11.15	1.90933e-06	1191.72	101315	0.000100181
6.90737e-05	0.00027178	-12.7678	1.52792e-06	1553.85	101315	0.000100181
7.02824e-05	0.000255374	-14.4451	1.23801e-06	2018.28	101315	0.000100181
7.12744e-05	0.000240212	-16.1922	1.01323e-06	2609.93	101315	0.000100181
7.2095e-05	0.000226205	-18.0176	8.36313e-07	3359.05	101315	0.000100181
7.27785e-05	0.000213262	-19.9283	6.95389e-07	4302.18	101315	0.000100181
7.33513e-05	0.000201294	-21.9306	5.82013e-07	5483.26	101315	0.000100181
7.38342e-05	0.000190215	-24.0299	4.90016e-07	6954.99	101315	0.000100181
7.42434e-05	0.000179948	-26.2314	4.14802e-07	8780.36	101315	0.000100181
7.45919e-05	0.000170419	-28.5399	3.52895e-07	11034.4	101315	0.000100181
7.48899e-05	0.000161564	-30.9597	3.01627e-07	13806.4	101315	0.000100181
7.5146e-05	0.000153322	-33.495	2.58931e-07	17202.1	101315	0.000100181
7.53668e-05	0.000145641	-36.1498	2.23189e-07	21346.8	101315	0.000100181
7.5558e-05	0.000138471	-38.9281	1.93123e-07	26388.4	101315	0.000100181
7.57242e-05	0.000131769	-41.8335	1.67717e-07	32501.5	101315	0.000100181
7.58691e-05	0.000125496	-44.8695	1.46158e-07	39891.5	101315	0.000100181
7.59958e-05	0.000119615	-48.0398	1.27789e-07	48800.1	101315	0.000100181
7.6107e-05	0.000114095	-51.3475	1.12079e-07	59511.2	101315	0.000100181
7.62048e-05	0.000108907	-54.7959	9.85952e-08	72357.9	101315	0.000100181
7.62912e-05	0.000104025	-58.3881	8.69819e-08	87730.7	101315	0.000100181
7.63676e-05	9.9424e-05	-62.1271	7.69473e-08	106087	101315	0.000100181
7.64354e-05	9.50834e-05	-66.0155	6.82496e-08	127963	101315	0.000100181
7.64957e-05	9.09836e-05	-70.0561	6.06885e-08	153986	101315	0.000100181
7.65494e-05	8.71067e-05	-74.2513	5.40968e-08	184888	101315	0.000100181
7.65975e-05	8.34365e-05	-78.6031	4.83345e-08	221529	101315	0.000100181
7.66405e-05	7.99583e-05	-83.1134	4.32842e-08	264910	101315	0.000100181
7.66792e-05	7.66586e-05	-87.7839	3.88468e-08	316206	101315	0.000100181
7.6714e-05	7.3525e-05	-92.6156	3.49387e-08	376789	101315	0.000100181
7.67453e-05	7.05463e-05	-97.6094	3.14888e-08	448263	101315	0.000100181
7.67736e-05	6.77122e-05	-102.765	2.84367e-08	532506	101315	0.000100181
7.6802e-05	6.47074e-05	-108.712	2.56161e-08	644346	101315	0.000100181
7.6825e-05	6.21496e-05	-114.207	2.30654e-08	763280	101315	0.000100181
7.68481e-05	5.94445e-05	-120.499	2.08693e-08	920146	101315	0.000100181
7.68689e-05	5.68633e-05	-127.01	1.87973e-08	1.10874e+06	101315	0.000100181
7.68877e-05	5.44144e-05	-133.692	1.69656e-08	1.33391e+06	101315	0.000100181
7.69047e-05	5.20895e-05	-140.532	1.53499e-08	1.60242e+06	101315	0.000100181
7.692e-05	4.98798e-05	-147.517	1.39218e-08	1.92239e+06	101315	0.000100181
7.6934e-05	4.77775e-05	-154.632	1.26568e-08	2.30349e+06	101315	0.000100181
7.69466e-05	4.57755e-05	-161.859	1.15339e-08	2.75719e+06	101315	0.000100181
7.69581e-05	4.38672e-05	-169.174	1.05353e-08	3.29715e+06	101315	0.000100181
7.69687e-05	4.20467e-05	-176.55	9.64572e-09	3.93961e+06	101315	0.000100181
7.69783e-05	4.03085e-05	-183.954	8.85176e-09	4.70389e+06	101315	0.000100181
7.69872e-05	3.8648e-05	-191.346	8.14191e-09	5.61298e+06	101315	0.000100181
7.69953e-05	3.70606e-05	-198.678	7.50598e-09	6.69413e+06	101315	0.000100181
7.70028e-05	3.55425e-05	-205.896	6.93484e-09	7.97964e+06	101315	0.000100181
7.70098e-05	3.40905e-05	-212.934	6.42008e-09	9.50752e+06	101315	0.000100181
7.70162e-05	3.27018e-05	-219.714	5.95377e-09	1.1322e+07	101315	0.000100181
7.70221e-05	3.13746e-05	-226.145	5.52819e-09	1.3474e+07	101315	0.000100181
7.70277e-05	3.01079e-05	-232.124	5.13576e-09	1.60202e+07	101315	0.000100181
7.70328e-05	2.89018e-05	-237.533	4.76912e-09	1.90213e+07	101315	0.000100181
7.70376e-05	2.77576e-05	-242.241	4.42164e-09	2.25383e+07	101315	0.000100181
7.7042e-05	2.66778e-05	-246.114	4.08834e-09	2.66255e+07	101315	0.000100181
7.70461e-05	2.56654e-05	-249.026	3.7669e-09	3.13232e+07	101315	0.000100181
7.70498e-05	2.47236e-05	-250.871	3.45819e-09	3.66487e+07	101315	0.000100181
7.70533e-05	2.38545e-05	-251.58	3.1658e-09	4.25923e+07	101315	0.000100181
7.70565e-05	2.30585e-05	-251.127	2.89435e-09	4.91177e+07	101315	0.000100181
7.70594e-05	2.23336e-05	-249.528	2.64769e-09	5.61689e+07	101315	0.000100181
7.7062e-05	2.16763e-05	-246.832	2.42775e-09	6.36783e+07	101315	0.000100181
7.70644e-05	2.10813e-05	-243.104	2.23439e-09	7.15743e+07	101315	0.000100181
7.70667e-05	2.05431e-05	-238.422	2.06598e-09	7.97863e+07	101315	0.000100181
7.70687e-05	2.00561e-05	-232.859	1.92009e-09	8.82457e+07	101315	0.000100181
7.70707e-05	1.96149e-05	-226.489	1.79399e-09	9.6887e+07	101315	0.000100181
7.70725e-05	1.92148e-05	-219.379	1.68506e-09	1.05647e+08	101315	0.000100181
7.70741e-05	1.88515e-05	-211.588	1.59095e-09	1.14464e+08	101315	0.000100181
7.70757e-05	1.85215e-05	-203.174	1.50959e-09	1.23279e+08	101315	0.000100181
7.70772e-05	1.82214e-05	-194.186	1.43927e-09	1.32033e+08	101315	0.000100181
7.70787e-05	1.79487e-05	-184.674	1.37854e-09	1.40667e+08	101315	0.000100181
7.70801e-05	1.77009e-05	-174.679	1.3262e-09	1.49124e+08	101315	0.000100181
7.70814e-05	1.7476e-05	-164.243	1.28128e-09	1.57349e+08	101315	0.000100181
7.70827e-05	1.72725e-05	-153.405	1.24299e-09	1.65286e+08	101315	0.000100181
7.70839e-05	1.70887e-05	-142.199	1.2107e-09	1.72881e+08	101315	0.000100181
7.70851e-05	1.69235e-05	-130.662	1.18389e-09	1.80082e+08	101315	0.000100181
7.70863e-05	1.67757e-05	-118.826	1.16218e-09	1.86837e+08	101315	0.000100181
7.70875e-05	1.66446e-05	-106.722	1.14529e-09	1.93097e+08	101315	0.000100181
7.70886e-05	1.65294e-05	-94.3805	1.13304e-09	1.98812e+08	101315	0.000100181
7.70897e-05	1.64296e-05	-81.8315	1.12534e-09	2.03937e+08	101315	0.000100181
7.70909e-05	1.63446e-05	-69.1031	1.12218e-09	2.08425e+08	101315	0.000100181
7.7092e-05	1.62743e-05	-56.2229	1.12368e-09	2.12235e+08	101315	0.000100181
7.70931e-05	1.62184e-05	-43.2178	1.13007e-09	2.15323e+08	101315	0.000100181
7.70942e-05	1.6177e-05	-30.1139	1.1417e-09	2.17648e+08	101315	0.000100181
7.70954e-05	1.61501e-05	-16.9365	1.15913e-09	2.19172e+08	101315	0.000100181
7.70965e-05	1.61382e-05	-3.71007	1.18312e-09	2.19854e+08	101315	0.000100181
7.70977e-05	1.61417e-05	9.54172	1.21476e-09	2.19655e+08	101315	0.000100181
7.70989e-05	1.61614e-05	22.7965	1.25562e-09	2.18534e+08	101315	0.000100181
7.71002e-05	1.61983e-05	36.0337	1.30796e-09	2.16446e+08	101315	0.000100181
7.71015e-05	1.62542e-05	49.2351	1.37516e-09	2.1334e+08	101315	0.000100181
7.71029e-05	1.6331e-05	62.3868	1.46259e-09	2.09156e+08	101315	0.000100181
7.71043e-05	1.6432e-05	75.4821	1.57926e-09	2.03812e+08	101315	0.000100181
7.71059e-05	1.65616e-05	88.5282	1.74201e-09	1.97194e+08	101315	0.000100181
7.71077e-05	1.67274e-05	101.562	1.98779e-09	1.89115e+08	101315	0.000100181
7.71097e-05	1.69426e-05	114.693	2.4246e-09	1.79227e+08	101315	0.000100181
7.71121e-05	1.72377e-05	128.278	3.73407e-09	1.6669e+08	101315	0.000100181
7.71154e-05	1.76923e-05	142.966	3.47949e-09	1.49427e+08	101315	0.000100181
7.71182e-05	1.81098e-05	152.185	2.88294e-09	1.35485e+08	101315	0.000100181
7.71211e-05	1.8559e-05	159.058	2.79642e-09	1.22236e+08	101315	0.000100181
7.71239e-05	1.90107e-05	163.701	2.87755e-09	1.10493e+08	101315	0.000100181
7.71268e-05	1.94866e-05	166.794	3.05444e-09	9.95948e+07	101315	0.000100181
7.71299e-05	1.99991e-05	168.594	3.33533e-09	8.93055e+07	101315	0.000100181
7.71332e-05	2.05628e-05	169.215	3.76733e-09	7.94651e+07	101315	0.000100181
7.7137e-05	2.11997e-05	168.668	4.48729e-09	6.99107e+07	101315	0.000100181
7.71414e-05	2.19528e-05	166.816	6.06307e-09	6.03765e+07	101315	0.000100181
7.71475e-05	2.29534e-05	163.032	1.06646e-08	5.00692e+07	101315	0.000100181
7.71535e-05	2.39207e-05	158.512	6.24483e-09	4.20994e+07	101315	0.000100181
7.71598e-05	2.4895e-05	153.499	5.72901e-09	3.56001e+07	101315	0.000100181
7.71655e-05	2.57612e-05	148.864	5.68722e-09	3.08368e+07	101315	0.000100181
7.71712e-05	2.65949e-05	144.36	5.81239e-09	2.69755e+07	101315	0.000100181
7.7177e-05	2.74211e-05	139.928	6.02629e-09	2.37231e+07	101315	0.000100181
7.7183e-05	2.8251e-05	135.555	6.3061e-09	2.09306e+07	101315	0.000100181
7.71893e-05	2.90921e-05	131.237	6.64334e-09	1.85042e+07	101315	0.000100181
7.7196e-05	2.99497e-05	126.976	7.03544e-09	1.63787e+07	101315	0.000100181
7.7203e-05	3.0828e-05	122.772	7.48298e-09	1.45062e+07	101315	0.000100181
7.72105e-05	3.1731e-05	118.627	7.98845e-09	1.28497e+07	101315	0.000100181
7.72185e-05	3.26621e-05	114.543	8.55578e-09	1.13799e+07	101315	0.000100181
7.7227e-05	3.36247e-05	110.523	9.19008e-09	1.0073e+07	101315	0.000100181
7.72362e-05	3.4622e-05	106.568	9.89758e-09	8.90935e+06	101315	0.000100181
7.72461e-05	3.56572e-05	102.679	1.06856e-08	7.87236e+06	101315	0.000100181
7.72568e-05	3.67337e-05	98.8585	1.15627e-08	6.9479e+06	101315	0.000100181
7.72684e-05	3.78547e-05	95.1074	1.25385e-08	6.12379e+06	101315	0.000100181
7.72809e-05	3.90238e-05	91.427	1.36243e-08	5.38941e+06	101315	0.000100181
7.72945e-05	4.02444e-05	87.8187	1.48329e-08	4.73545e+06	101315	0.000100181
7.73094e-05	4.15204e-05	84.2835	1.61789e-08	4.15363e+06	101315	0.000100181
7.73255e-05	4.28555e-05	80.8224	1.7679e-08	3.63662e+06	101315	0.000100181
7.73432e-05	4.42539e-05	77.4364	1.93526e-08	3.17782e+06	101315	0.000100181
7.73626e-05	4.57199e-05	74.1263	2.12216e-08	2.77131e+06	101315	0.000100181
7.73838e-05	4.7258e-05	70.8929	2.33114e-08	2.41174e+06	101315	0.000100181
7.74071e-05	4.88731e-05	67.7366	2.56514e-08	2.09427e+06	101315	0.000100181
7.74328e-05	5.05704e-05	64.6581	2.82754e-08	1.81452e+06	101315	0.000100181
7.7461e-05	5.23553e-05	61.6578	3.12227e-08	1.56852e+06	101315	0.000100181
7.74923e-05	5.42339e-05	58.7359	3.45388e-08	1.35266e+06	101315	0.000100181
7.75268e-05	5.62124e-05	55.8925	3.82768e-08	1.16367e+06	101315	0.000100181
7.75651e-05	5.82977e-05	53.1278	4.24985e-08	998591	101315	0.000100181
7.76076e-05	6.04973e-05	50.4416	4.72764e-08	854742	101315	0.000100181
7.76549e-05	6.28189e-05	47.8337	5.26954e-08	729701	101315	0.000100181
7.77075e-05	6.52714e-05	45.3038	5.88557e-08	621284	101315	0.000100181
7.77664e-05	6.78639e-05	42.8515	6.58752e-08	527524	101315	0.000100181
7.78323e-05	7.06067e-05	40.4763	7.38939e-08	446656	101315	0.000100181
7.79062e-05	7.35106e-05	38.1773	8.30781e-08	377099	101315	0.000100181
7.79893e-05	7.65876e-05	35.9538	9.36261e-08	317438	101315	0.000100181
7.80829e-05	7.98507e-05	33.8048	1.05776e-07	266412	101315	0.000100181
7.81887e-05	8.33138e-05	31.7293	1.19814e-07	222902	101315	0.000100181
7.83085e-05	8.69922e-05	29.726	1.36085e-07	185912	101315	0.000100181
7.84446e-05	9.09025e-05	27.7935	1.55012e-07	154564	101315	0.000100181
7.85996e-05	9.50624e-05	25.9303	1.77109e-07	128082	101315	0.000100181
7.87767e-05	9.94914e-05	24.1346	2.03009e-07	105785	101315	0.000100181
7.89797e-05	0.00010421	22.4045	2.335e-07	87076.4	101315	0.000100181
7.92132e-05	0.000109241	20.7377	2.69566e-07	71432.9	101315	0.000100181
7.94828e-05	0.000114609	19.1319	3.12452e-07	58399.8	101315	0.000100181
7.97952e-05	0.000120337	17.5841	3.6375e-07	47582.2	101315	0.000100181
8.0159e-05	0.000126453	16.0912	4.25531e-07	38638.1	101315	0.000100181
8.05845e-05	0.000132984	14.6493	5.00536e-07	31272.7	101315	0.000100181
8.1085e-05	0.000139956	13.254	5.9248e-07	25232.4	101315	0.000100181
8.16775e-05	0.000147394	11.8998	7.06564e-07	20300.4	101315	0.000100181
8.23841e-05	0.00015532	10.5797	8.50386e-07	16291.7	101315	0.000100181
8.32345e-05	0.000163748	9.28441	1.03575e-06	13049.4	101315	0.000100181
8.42702e-05	0.000172676	8.00105	1.28269e-06	10441.2	101315	0.000100181
8.55529e-05	0.000182082	6.70976	1.63041e-06	8356.17	101315	0.000100181
8.71833e-05	0.000191895	5.37617	2.17649e-06	6702.76	101315	0.000100181
8.93598e-05	0.000201963	3.92691	3.33719e-06	5407.35	101315	0.000100181
9.2697e-05	0.000211924	2.11093	5.08348e-06	4417.4	101315	0.000100181
9.65575e-05	0.000216489	0.292495	3.9784e-06	4039.23	101315	0.000100181
0.000100536	0.00021403	-1.52794	4.15377e-06	4237.68	101315	0.000100181
0.00010469	0.000203401	-3.6424	7.22483e-06	5248.59	101315	0.000100181
0.000106891	0.000193936	-4.99475	3.47795e-06	6411.5	101315	0.000100181
0.000108961	0.000182042	-6.55259	2.3395e-06	8363.83	101315	0.000100181
0.000110563	0.000170374	-8.08057	1.70774e-06	11046.7	101315	0.000100181
0.000111816	0.000159331	-9.60421	1.30754e-06	14637.3	101315	0.000100181
0.000112812	0.000149025	-11.1458	1.02892e-06	19383.7	101315	0.000100181
0.000113616	0.000139461	-12.7216	8.24803e-07	25610.8	101315	0.000100181
0.000114271	0.000130607	-14.3427	6.70443e-07	33733.4	101315	0.000100181
0.000114812	0.000122417	-16.0166	5.51134e-07	44277.8	101315	0.000100181
0.000115262	0.000114838	-17.7483	4.57417e-07	57911	101315	0.000100181
