#   Rstart=2e-05m
#   RdotStart=0m/s
#   Rn=0.0001841m
#   deltaT=1e-11s
#   Tstart=0s
#   Tend=0.000115s
#   patm=101315Pa
#   pac=0Pa
#   f=26120Hz
#   mu=0.001002Pa s
#   sigma=0.0725Pa m (I think)
#   BTait=3.05e+07Pa
#   nTait=7.15no unit
#   kappa=1.4
#   pv=0Pa
#   rho0=998.206kg/m³
#   SpecGasConst=287J/molK
#   TempRef=293.15deg Celsius.
#   T0=0.01
#   Rn26.4e-05m#   t15e-05s#   t26e-05s# 
#t[s]	r[m]	v[m/s]	dT [s]	pBubble[Pa]	p_ac[Pa]	Rn
3.76126e-06	0.000205507	21.5784	2.3072e-07	64326.9	101315	0.0001841
3.99198e-06	0.000210388	20.7468	2.48193e-07	58287.5	101315	0.0001841
4.24017e-06	0.000215434	19.9303	2.67269e-07	52764.3	101315	0.0001841
4.50744e-06	0.000220652	19.1286	2.88129e-07	47718.6	101315	0.0001841
4.79557e-06	0.000226049	18.3412	3.10974e-07	43113.7	101315	0.0001841
5.10654e-06	0.00023163	17.5678	3.36039e-07	38915.6	101315	0.0001841
5.44258e-06	0.000237404	16.808	3.63589e-07	35092.5	101315	0.0001841
5.80617e-06	0.000243377	16.0612	3.93934e-07	31614.6	101315	0.0001841
6.2001e-06	0.000249557	15.327	4.2743e-07	28454.3	101315	0.0001841
6.62753e-06	0.000255951	14.6047	4.64495e-07	25585.9	101315	0.0001841
7.09203e-06	0.000262567	13.8938	5.05621e-07	22985.3	101315	0.0001841
7.59765e-06	0.000269413	13.1936	5.51392e-07	20630.4	101315	0.0001841
8.14904e-06	0.000276494	12.5033	6.02506e-07	18500.5	101315	0.0001841
8.75155e-06	0.000283818	11.8219	6.59814e-07	16576.5	101315	0.0001841
9.41136e-06	0.000291393	11.1486	7.2436e-07	14840.6	101315	0.0001841
1.01357e-05	0.000299223	10.4821	7.97454e-07	13276.6	101315	0.0001841
1.09332e-05	0.000307313	9.8209	8.8077e-07	11869.2	101315	0.0001841
1.18139e-05	0.000315669	9.16345	9.76501e-07	10604.5	101315	0.0001841
1.27904e-05	0.000324291	8.50763	1.08761e-06	9469.7	101315	0.0001841
1.38781e-05	0.00033318	7.8508	1.21828e-06	8452.96	101315	0.0001841
1.50963e-05	0.000342335	7.18952	1.37469e-06	7543.41	101315	0.0001841
1.6471e-05	0.000351749	6.5191	1.56661e-06	6731.07	101315	0.0001841
1.80376e-05	0.000361415	5.8328	1.81108e-06	6006.73	101315	0.0001841
1.98487e-05	0.000371321	5.12021	2.14205e-06	5361.83	101315	0.0001841
2.19908e-05	0.000381463	4.36328	2.64444e-06	4788.07	101315	0.0001841
2.46352e-05	0.000391872	3.52436	3.65852e-06	4276.2	101315	0.0001841
2.82937e-05	0.000402827	2.48522	6.62331e-06	3808.6	101315	0.0001841
3.19674e-05	0.000410185	1.53412	4.08848e-06	3529.77	101315	0.0001841
3.60559e-05	0.000414401	0.537029	3.70722e-06	3381.4	101315	0.0001841
3.97631e-05	0.000414753	-0.344551	3.66633e-06	3369.35	101315	0.0001841
4.34294e-05	0.000411883	-1.22309	3.77765e-06	3469.05	101315	0.0001841
4.72071e-05	0.000405499	-2.16426	4.17738e-06	3704.29	101315	0.0001841
5.13845e-05	0.000394143	-3.29055	7.38152e-06	4173.67	101315	0.0001841
5.41396e-05	0.000383946	-4.12418	3.80774e-06	3133.27	101315	0.000167473
5.66363e-05	0.000372604	-4.9779	2.69357e-06	1412.81	101315	0.000134383
5.87233e-05	0.000361388	-5.78569	2.15427e-06	557.964	101315	0.000104398
6.04957e-05	0.00035046	-6.56048	1.80687e-06	201.218	101315	7.93333e-05
6.20278e-05	0.000339842	-7.31541	1.55352e-06	228.974	101315	7.93333e-05
6.3367e-05	0.000329557	-8.05925	1.35413e-06	260.522	101315	7.93333e-05
6.45478e-05	0.000319613	-8.79834	1.19179e-06	296.299	101315	7.93333e-05
6.55959e-05	0.000310012	-9.53727	1.05653e-06	336.793	101315	7.93333e-05
6.65311e-05	0.000300752	-10.2795	9.41953e-07	382.541	101315	7.93333e-05
6.73694e-05	0.000291827	-11.0278	8.43703e-07	434.136	101315	7.93333e-05
6.81236e-05	0.00028323	-11.7843	7.58645e-07	492.229	101315	7.93333e-05
6.88044e-05	0.000274952	-12.5509	6.84445e-07	557.536	101315	7.93333e-05
6.94888e-05	0.00026607	-13.4211	6.16184e-07	639.982	101315	7.93333e-05
7.00416e-05	0.000258436	-14.2136	5.55566e-07	723.213	101315	7.93333e-05
7.05971e-05	0.000250296	-15.1102	5.03093e-07	827.267	101315	7.93333e-05
7.11002e-05	0.000242468	-16.0287	4.53974e-07	945.376	101315	7.93333e-05
7.15542e-05	0.000234983	-16.9652	4.10592e-07	1078.45	101315	7.93333e-05
7.19648e-05	0.000227825	-17.9205	3.72263e-07	1228.08	101315	7.93333e-05
7.23371e-05	0.000220976	-18.8957	3.3828e-07	1396.06	101315	7.93333e-05
7.26753e-05	0.000214418	-19.8916	3.08046e-07	1584.35	101315	7.93333e-05
7.29834e-05	0.000208137	-20.9092	2.81067e-07	1795.07	101315	7.93333e-05
7.32645e-05	0.000202117	-21.9493	2.56923e-07	2030.58	101315	7.93333e-05
7.35214e-05	0.000196344	-23.0125	2.35262e-07	2293.41	101315	7.93333e-05
7.37566e-05	0.000190804	-24.0998	2.15781e-07	2586.33	101315	7.93333e-05
7.39724e-05	0.000185486	-25.2115	1.98222e-07	2912.36	101315	7.93333e-05
7.41707e-05	0.000180378	-26.3485	1.82362e-07	3274.78	101315	7.93333e-05
7.4353e-05	0.000175469	-27.5114	1.68009e-07	3677.16	101315	7.93333e-05
7.4521e-05	0.000170748	-28.7005	1.54995e-07	4123.38	101315	7.93333e-05
7.4676e-05	0.000166207	-29.9166	1.43175e-07	4617.65	101315	7.93333e-05
7.48192e-05	0.000161836	-31.1602	1.32422e-07	5164.53	101315	7.93333e-05
7.49516e-05	0.000157627	-32.4317	1.22622e-07	5768.97	101315	7.93333e-05
7.50742e-05	0.000153572	-33.7317	1.13679e-07	6436.35	101315	7.93333e-05
7.51879e-05	0.000149663	-35.0607	1.05506e-07	7172.46	101315	7.93333e-05
7.52934e-05	0.000145894	-36.4191	9.8025e-08	7983.61	101315	7.93333e-05
7.53914e-05	0.000142257	-37.8074	9.11693e-08	8876.6	101315	7.93333e-05
7.54826e-05	0.000138746	-39.2261	8.48783e-08	9858.8	101315	7.93333e-05
7.55675e-05	0.000135356	-40.6756	7.90982e-08	10938.2	101315	7.93333e-05
7.56466e-05	0.000132081	-42.1564	7.37812e-08	12123.3	101315	7.93333e-05
7.57204e-05	0.000128916	-43.6688	6.88846e-08	13423.5	101315	7.93333e-05
7.57893e-05	0.000125855	-45.2134	6.437e-08	14848.8	101315	7.93333e-05
7.58536e-05	0.000122895	-46.7905	6.02031e-08	16410.1	101315	7.93333e-05
7.59138e-05	0.00012003	-48.4007	5.63531e-08	18118.9	101315	7.93333e-05
7.59702e-05	0.000117257	-50.0442	5.27923e-08	19988	101315	7.93333e-05
7.6023e-05	0.000114571	-51.7215	4.94958e-08	22030.9	101315	7.93333e-05
7.60725e-05	0.00011197	-53.433	4.64408e-08	24262.2	101315	7.93333e-05
7.61189e-05	0.000109448	-55.1792	4.36073e-08	26697.8	101315	7.93333e-05
7.61625e-05	0.000107004	-56.9604	4.09766e-08	29354.7	101315	7.93333e-05
7.62035e-05	0.000104633	-58.777	3.85321e-08	32251.1	101315	7.93333e-05
7.6242e-05	0.000102333	-60.6294	3.62587e-08	35406.9	101315	7.93333e-05
7.62783e-05	0.000100101	-62.5181	3.41426e-08	38843.2	101315	7.93333e-05
7.63124e-05	9.79338e-05	-64.4433	3.21714e-08	42582.9	101315	7.93333e-05
7.63446e-05	9.58294e-05	-66.4055	3.03336e-08	46650.5	101315	7.93333e-05
7.63749e-05	9.37851e-05	-68.4051	2.8619e-08	51072.6	101315	7.93333e-05
7.64036e-05	9.17987e-05	-70.4424	2.7018e-08	55877.7	101315	7.93333e-05
7.64306e-05	8.98678e-05	-72.5178	2.5522e-08	61096.2	101315	7.93333e-05
7.64561e-05	8.79903e-05	-74.6317	2.41231e-08	66761.2	101315	7.93333e-05
7.64802e-05	8.61644e-05	-76.7844	2.28141e-08	72908	101315	7.93333e-05
7.6503e-05	8.43879e-05	-78.9763	2.15883e-08	79574.6	101315	7.93333e-05
7.65246e-05	8.26591e-05	-81.2078	2.04398e-08	86802	101315	7.93333e-05
7.65451e-05	8.09763e-05	-83.4792	1.93629e-08	94634	101315	7.93333e-05
7.65644e-05	7.93378e-05	-85.7908	1.83524e-08	103118	101315	7.93333e-05
7.65828e-05	7.7742e-05	-88.1431	1.74038e-08	112304	101315	7.93333e-05
7.66002e-05	7.61874e-05	-90.5362	1.65127e-08	122248	101315	7.93333e-05
7.66167e-05	7.46726e-05	-92.9706	1.5675e-08	133007	101315	7.93333e-05
7.66324e-05	7.31961e-05	-95.4466	1.48871e-08	144645	101315	7.93333e-05
7.66473e-05	7.17566e-05	-97.9644	1.41457e-08	157229	101315	7.93333e-05
7.66614e-05	7.03529e-05	-100.524	1.34475e-08	170831	101315	7.93333e-05
7.66748e-05	6.89838e-05	-103.127	1.27897e-08	185529	101315	7.93333e-05
7.66876e-05	6.76481e-05	-105.772	1.21697e-08	201408	101315	7.93333e-05
7.66998e-05	6.63447e-05	-108.46	1.15849e-08	218557	101315	7.93333e-05
7.67114e-05	6.50726e-05	-111.192	1.1033e-08	237072	101315	7.93333e-05
7.67224e-05	6.38307e-05	-113.967	1.0512e-08	257056	101315	7.93333e-05
7.67329e-05	6.2618e-05	-116.786	1.00198e-08	278622	101315	7.93333e-05
7.6743e-05	6.14336e-05	-119.649	9.5546e-09	301888	101315	7.93333e-05
7.67525e-05	6.02767e-05	-122.556	9.11477e-09	326982	101315	7.93333e-05
7.67616e-05	5.91463e-05	-125.507	8.69868e-09	354043	101315	7.93333e-05
7.67703e-05	5.80416e-05	-128.503	8.30489e-09	383217	101315	7.93333e-05
7.67786e-05	5.69619e-05	-131.544	7.93201e-09	414663	101315	7.93333e-05
7.67866e-05	5.59064e-05	-134.63	7.57878e-09	448551	101315	7.93333e-05
7.67941e-05	5.48743e-05	-137.76	7.24402e-09	485065	101315	7.93333e-05
7.68014e-05	5.3865e-05	-140.936	6.92663e-09	524400	101315	7.93333e-05
7.68083e-05	5.28778e-05	-144.156	6.62557e-09	566766	101315	7.93333e-05
